msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
JnCnOL+iI7pK+NE8rubphwqsHrU71Gs7wK2WasUKXSM=,33,0,0,149,1,20150731,20150831,0
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,36,30,180,180,1,20161208,20170107,0
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,36,30,180,180,1,20160508,20160607,0
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,36,30,150,150,0,20160105,20160204,0
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,36,30,150,150,0,20150603,20150706,0
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,36,30,150,150,0,20151205,20160104,0
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,36,30,180,180,1,20170208,20170307,0
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,36,30,150,150,0,20150805,20150904,0
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,36,30,180,180,1,20160407,20160507,0
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,36,30,150,150,0,20151105,20151205,0
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,36,30,150,150,0,20160205,20160306,0
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,36,30,150,150,0,20150904,20151004,0
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,36,30,180,180,1,20160708,20160807,0
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,36,30,180,180,1,20160908,20161007,0
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,38,120,477,477,0,20161007,20170204,0
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,38,30,149,149,0,20150412,20150512,0
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,38,30,149,149,0,20150109,20150208,0
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,38,30,149,149,0,20150917,20151017,0
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,38,30,149,149,0,20150615,20150715,0
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,38,30,149,149,0,20150209,20150311,0
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,38,30,149,149,0,20151124,20151224,0
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,38,30,149,149,0,20150312,20150411,0
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,36,30,180,180,0,20160418,20160518,0
Jnc2PpnzQxgHg/UQfNE7/7LXmRvGA4gxdIuxLY7YRII=,39,30,149,149,1,20160930,20161101,0
Jnc2PpnzQxgHg/UQfNE7/7LXmRvGA4gxdIuxLY7YRII=,39,30,149,149,1,20170131,20170301,0
Jnc2PpnzQxgHg/UQfNE7/7LXmRvGA4gxdIuxLY7YRII=,39,30,149,149,1,20161231,20170201,0
Jnc2PpnzQxgHg/UQfNE7/7LXmRvGA4gxdIuxLY7YRII=,39,30,149,149,1,20160131,20160301,0
JnylWaJg20wc0CrHaVpnTENnq/EMqHGDZSfvBna6Icg=,36,30,150,150,0,20160405,20160505,0
JnylWaJg20wc0CrHaVpnTENnq/EMqHGDZSfvBna6Icg=,36,30,150,150,0,20160303,20160404,0
JnylWaJg20wc0CrHaVpnTENnq/EMqHGDZSfvBna6Icg=,38,30,149,149,0,20160513,20160612,0
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,41,30,149,149,1,20160420,20160420,1
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,41,30,99,99,1,20161120,20161220,0
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,41,30,99,99,1,20160920,20161020,0
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,41,30,99,99,1,20161020,20161120,0
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,41,30,99,99,1,20160520,20160620,0
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,41,30,99,99,1,20160820,20160920,0
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,41,30,99,99,1,20161220,20170120,0
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,41,30,149,149,1,20160419,20160518,0
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,41,30,99,99,1,20160420,20160520,0
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,41,30,99,99,1,20160620,20160720,0
JoAw4gBUEgF/HoxBzC/J6bj4zpXhGDwP6CUaGsn8kAo=,32,410,1788,1788,0,20150823,20161009,0
JoBWlrRRki/0pXTsMIclKz5oePEZ6E21hzMwR7VxH9U=,36,30,150,150,0,20160213,20160314,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,149,149,1,20150408,20150508,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,149,149,1,20150908,20151008,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,149,149,1,20160308,20160408,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,149,149,1,20160108,20160208,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,149,149,1,20150708,20150808,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,149,149,1,20150808,20150908,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,149,149,1,20160908,20161008,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,149,149,1,20150108,20150208,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,149,149,1,20151008,20151108,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,149,149,1,20160408,20160508,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,149,149,1,20160910,20160910,1
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,0,0,149,1,20150508,20150608,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,99,99,1,20161110,20161210,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,149,149,1,20151208,20160108,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,99,99,1,20161010,20161110,0
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,41,30,99,99,1,20170110,20170210,0
JoF9+P6zSP7w73LH4pgm484drXmPkGzJp1/vjJvovA0=,37,30,149,149,1,20160918,20161020,0
JoF9+P6zSP7w73LH4pgm484drXmPkGzJp1/vjJvovA0=,37,30,149,149,1,20170218,20170320,0
JoF9+P6zSP7w73LH4pgm484drXmPkGzJp1/vjJvovA0=,37,30,149,149,1,20170118,20170220,0
JoF9+P6zSP7w73LH4pgm484drXmPkGzJp1/vjJvovA0=,37,30,149,149,1,20160718,20160820,0
JoF9+P6zSP7w73LH4pgm484drXmPkGzJp1/vjJvovA0=,37,30,149,149,1,20161118,20161220,0
JoF9+P6zSP7w73LH4pgm484drXmPkGzJp1/vjJvovA0=,37,30,149,149,1,20161018,20161120,0
JoNYGvKvh+xcMC5ieGVsOW6DHyhKplPU18wtD9xlQfA=,35,7,0,0,0,20161110,20161117,0
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,33,0,0,149,1,20151031,20151130,0
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,33,0,0,149,1,20150630,20150731,0
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,33,30,149,149,1,20151231,20160131,0
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,33,30,149,149,1,20160630,20160731,0
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,33,0,0,149,1,20150831,20150930,0
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,33,30,149,149,1,20160430,20160531,0
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,33,30,149,149,1,20151130,20151231,0
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,33,0,0,149,1,20150331,20150430,0
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,33,0,0,149,1,20150930,20151031,0
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,33,30,149,149,1,20160930,20161031,0
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,33,30,149,149,1,20161130,20161231,0
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,33,30,149,149,1,20161031,20161130,0
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,37,30,149,149,1,20151007,20151106,0
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,37,30,149,149,1,20151207,20160106,0
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,37,30,149,149,1,20150907,20151006,0
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,37,30,149,149,1,20160107,20160206,0
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,37,30,149,149,1,20160207,20160306,0
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,37,0,0,149,1,20150507,20150606,0
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,37,31,149,149,1,20150406,20150506,0
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,37,30,149,149,1,20160507,20160606,0
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,37,30,149,149,1,20160407,20160506,0
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,37,30,149,149,1,20161007,20161106,0
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,37,30,149,149,1,20161107,20161206,0
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,37,30,149,149,1,20151107,20151206,0
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,37,30,149,149,1,20150807,20150906,0
Joj+Eq8XP+WKpwrz3ezTY4kWgYWNxoHoH0/ql/zgoIk=,22,195,894,894,0,20150307,20150921,0
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,38,30,149,149,0,20150206,20150308,0
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,38,30,149,149,0,20150912,20151012,0
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,38,30,149,149,0,20160821,20160922,0
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,38,30,149,149,0,20151126,20151226,0
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,38,30,149,149,0,20161121,20161221,0
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,38,30,149,149,0,20160510,20160609,0
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,38,30,149,149,0,20160717,20160816,0
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,38,30,149,149,0,20150613,20150713,0
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,38,30,149,149,0,20150106,20150205,0
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,38,30,149,149,0,20150308,20150407,0
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,38,30,149,149,0,20160206,20160307,0
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,38,30,149,149,0,20161221,20170120,0
Jp5UdmisSewiTpcQOEnQKzGU5VFVqob+y8m7wQxHCaU=,36,30,180,180,1,20170225,20170330,0
Jp5UdmisSewiTpcQOEnQKzGU5VFVqob+y8m7wQxHCaU=,36,30,180,180,1,20161125,20161230,0
Jp5UdmisSewiTpcQOEnQKzGU5VFVqob+y8m7wQxHCaU=,36,30,180,180,1,20161225,20170130,0
Jp5UdmisSewiTpcQOEnQKzGU5VFVqob+y8m7wQxHCaU=,40,31,149,149,1,20150120,20150223,0
Jp5UdmisSewiTpcQOEnQKzGU5VFVqob+y8m7wQxHCaU=,40,30,149,149,1,20150520,20150623,0
Jp5UdmisSewiTpcQOEnQKzGU5VFVqob+y8m7wQxHCaU=,40,30,149,149,1,20150621,20150623,1
Jp5UdmisSewiTpcQOEnQKzGU5VFVqob+y8m7wQxHCaU=,36,30,180,180,1,20161024,20161130,0
Jp5UdmisSewiTpcQOEnQKzGU5VFVqob+y8m7wQxHCaU=,40,31,149,149,1,20150320,20150423,0
JpLtRBiO9Z3PGu183p2HhXfLra0aTYB+dvZSmMeU++Y=,31,30,149,149,1,20160930,20161031,0
JpLtRBiO9Z3PGu183p2HhXfLra0aTYB+dvZSmMeU++Y=,31,30,149,149,1,20160131,20160229,0
JpLtRBiO9Z3PGu183p2HhXfLra0aTYB+dvZSmMeU++Y=,31,0,0,149,1,20151031,20151130,0
JpLtRBiO9Z3PGu183p2HhXfLra0aTYB+dvZSmMeU++Y=,31,30,149,149,1,20170228,20170331,0
JpLtRBiO9Z3PGu183p2HhXfLra0aTYB+dvZSmMeU++Y=,31,0,0,149,1,20150331,20150430,0
JpLtRBiO9Z3PGu183p2HhXfLra0aTYB+dvZSmMeU++Y=,31,30,149,149,1,20160331,20160430,0
JpLtRBiO9Z3PGu183p2HhXfLra0aTYB+dvZSmMeU++Y=,31,30,149,149,1,20160430,20160531,0
JpLtRBiO9Z3PGu183p2HhXfLra0aTYB+dvZSmMeU++Y=,31,30,149,149,1,20161130,20161231,0
JpLtRBiO9Z3PGu183p2HhXfLra0aTYB+dvZSmMeU++Y=,31,0,0,149,1,20150930,20151031,0
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,37,30,149,149,1,20161122,20161221,0
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,37,30,149,149,1,20160622,20160721,0
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,37,30,149,149,1,20160322,20160421,0
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,37,30,149,149,1,20170122,20170221,0
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,37,30,149,149,1,20160422,20160521,0
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,37,30,149,149,1,20151122,20151221,0
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,37,30,149,149,1,20161222,20170121,0
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,37,30,149,149,1,20160222,20160321,0
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,37,30,149,149,1,20161022,20161121,0
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,37,30,149,149,1,20160822,20160921,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,149,149,1,20150808,20150908,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,149,149,1,20150108,20150208,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,99,99,1,20160330,20160430,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,99,99,1,20170228,20170331,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,99,99,1,20161130,20161231,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,149,149,1,20160308,20160408,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,99,99,1,20160831,20160930,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,149,149,1,20151208,20160108,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,99,99,1,20160731,20160831,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,99,99,1,20170131,20170228,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,149,149,1,20160208,20160308,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,99,99,1,20161031,20161130,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,149,149,1,20150608,20150708,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,149,149,1,20150308,20150408,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,149,149,1,20160108,20160208,0
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,41,30,149,149,1,20150408,20150508,0
JpkhRbCrGYTb4JQRxHQ0HpI9kwPmYHauRJdK4kZ2qnA=,32,410,1788,1788,0,20150223,20160410,0
Jpo7rjlt/l6BEgrB7hEYwlfGCYeGK7Wl0JS3LIJdcZE=,38,30,149,149,0,20160409,20160509,0
JpxG4OOs8zCjX/pDHRVahjbf3D3WEOA5SWftQ3aUXYg=,41,30,149,149,1,20150131,20150228,0
JpxG4OOs8zCjX/pDHRVahjbf3D3WEOA5SWftQ3aUXYg=,41,30,149,149,1,20150731,20150831,0
JpxG4OOs8zCjX/pDHRVahjbf3D3WEOA5SWftQ3aUXYg=,41,30,149,149,1,20150531,20150630,0
JpxG4OOs8zCjX/pDHRVahjbf3D3WEOA5SWftQ3aUXYg=,41,30,149,149,1,20150228,20150331,0
JpxG4OOs8zCjX/pDHRVahjbf3D3WEOA5SWftQ3aUXYg=,41,30,149,149,1,20151029,20151029,1
JpxG4OOs8zCjX/pDHRVahjbf3D3WEOA5SWftQ3aUXYg=,41,30,149,149,1,20150831,20150930,0
Jq005XDTR3cM6KGnwsuduYVq262k6NuHQdHAMLeBMiY=,39,0,0,149,1,20150430,20150629,0
Jq005XDTR3cM6KGnwsuduYVq262k6NuHQdHAMLeBMiY=,39,0,0,149,1,20150508,20150629,1
Jq005XDTR3cM6KGnwsuduYVq262k6NuHQdHAMLeBMiY=,38,195,894,894,0,20160414,20161026,0
Jq005XDTR3cM6KGnwsuduYVq262k6NuHQdHAMLeBMiY=,38,195,894,894,0,20150917,20160330,0
Jq9kqC70IzaVUgd83qMyfr7lx/UgNj1641GTFRUUBCk=,41,30,99,99,1,20160227,20160327,0
Jq9kqC70IzaVUgd83qMyfr7lx/UgNj1641GTFRUUBCk=,41,30,99,99,1,20161027,20161127,0
Jq9kqC70IzaVUgd83qMyfr7lx/UgNj1641GTFRUUBCk=,41,30,99,99,1,20170227,20170327,0
Jq9kqC70IzaVUgd83qMyfr7lx/UgNj1641GTFRUUBCk=,41,30,99,99,1,20151227,20160127,0
Jq9kqC70IzaVUgd83qMyfr7lx/UgNj1641GTFRUUBCk=,41,30,99,99,1,20170127,20170227,0
Jq9kqC70IzaVUgd83qMyfr7lx/UgNj1641GTFRUUBCk=,41,30,99,99,1,20160927,20161027,0
Jq9kqC70IzaVUgd83qMyfr7lx/UgNj1641GTFRUUBCk=,41,30,99,99,1,20160327,20160427,0
Jq9kqC70IzaVUgd83qMyfr7lx/UgNj1641GTFRUUBCk=,41,30,99,99,1,20160427,20160527,0
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,40,30,149,149,1,20170201,20170228,0
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,40,31,149,149,1,20150114,20150218,0
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,40,30,149,149,1,20151103,20151202,0
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,40,30,149,149,1,20160901,20160930,0
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,40,31,149,149,1,20150515,20150518,1
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,40,30,149,149,1,20150803,20150902,0
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,40,30,149,149,1,20151203,20160102,0
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,40,30,149,149,1,20151003,20151102,0
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,40,30,149,149,1,20170101,20170131,0
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,40,30,149,149,1,20160330,20160430,0
JqN83BsZqk6lDNZVqoPVZ5PgtRI+wzx+ZbUtGYBUzrM=,32,410,1788,1788,0,20160104,20170217,0
JqOeV1mB2EjniFWZTdiUe/PVOMti2I/V0q1hQVX3C30=,36,30,150,150,0,20150729,20150828,0
JqOeV1mB2EjniFWZTdiUe/PVOMti2I/V0q1hQVX3C30=,36,30,150,150,0,20150927,20151027,0
JqPcv3iskFc5Wuw/dWfoiPklD52BUZAmXPGews65ttI=,38,30,149,149,0,20150530,20150629,0
JqifF+DuyrXxydjzwY/aZXSGwCILijxbynsJ/OdDuZ4=,38,30,149,149,0,20160822,20160921,0
JqifF+DuyrXxydjzwY/aZXSGwCILijxbynsJ/OdDuZ4=,38,30,149,149,0,20160923,20161023,0
JqijapA/vhNZEvp00KbdhLK88Enpiv0RtnH8/X0x4Fg=,41,30,99,99,1,20151220,20160120,0
JqijapA/vhNZEvp00KbdhLK88Enpiv0RtnH8/X0x4Fg=,41,30,99,99,1,20160720,20160820,0
JqijapA/vhNZEvp00KbdhLK88Enpiv0RtnH8/X0x4Fg=,41,30,99,99,1,20170220,20170320,0
JqijapA/vhNZEvp00KbdhLK88Enpiv0RtnH8/X0x4Fg=,41,30,99,99,1,20161220,20170120,0
