msno,date,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs
zzm2UvJnzuTRkXaiaZHtbJwPG9jZQZkZxG0n4PYDTvw=,20170213,0,0,0,0,10,10,2412.0
zzkXRrSwb5YwoC6X0Lr1yASb3nChanwe7CZuElXOZ4I=,20170111,3,0,0,0,7,9,1827.159
zzfD9N/35OvcLc0Qe/qXhQSNF812/qO8COjGX5L7j8k=,20170219,10,4,1,1,0,15,912.468
zzfD9N/35OvcLc0Qe/qXhQSNF812/qO8COjGX5L7j8k=,20161006,7,1,0,2,20,28,5272.994
zzVLNBeDA/LeQX9kVCwgd/mr0YAbrdUY/jkoJvNoW/c=,20170114,0,0,1,0,18,8,4715.858
zzVLNBeDA/LeQX9kVCwgd/mr0YAbrdUY/jkoJvNoW/c=,20161119,18,3,1,2,28,52,8218.076
zzVLNBeDA/LeQX9kVCwgd/mr0YAbrdUY/jkoJvNoW/c=,20160923,0,1,0,0,14,15,3576.858
zzVLNBeDA/LeQX9kVCwgd/mr0YAbrdUY/jkoJvNoW/c=,20160725,3,0,0,3,8,11,2587.009
zzVLNBeDA/LeQX9kVCwgd/mr0YAbrdUY/jkoJvNoW/c=,20160523,147,2,4,4,33,151,11010.019
zzT1BU5MzUYHWKnBa48zdP7lZWITeOmsimFU5bw1aQc=,20150217,3,0,0,0,0,3,23.203
zzT1BU5MzUYHWKnBa48zdP7lZWITeOmsimFU5bw1aQc=,20150503,1,0,0,3,46,49,12606.041
zzT1BU5MzUYHWKnBa48zdP7lZWITeOmsimFU5bw1aQc=,20150817,21,7,1,1,78,84,19884.836
zzT1BU5MzUYHWKnBa48zdP7lZWITeOmsimFU5bw1aQc=,20170207,0,0,0,0,15,15,3305.0
zzT1BU5MzUYHWKnBa48zdP7lZWITeOmsimFU5bw1aQc=,20151105,4,0,0,1,13,17,2858.01
zzT1BU5MzUYHWKnBa48zdP7lZWITeOmsimFU5bw1aQc=,20160310,1,1,0,0,11,13,3119.307
zzT1BU5MzUYHWKnBa48zdP7lZWITeOmsimFU5bw1aQc=,20160519,2,1,0,0,11,14,3003.313
zzT1BU5MzUYHWKnBa48zdP7lZWITeOmsimFU5bw1aQc=,20150626,47,4,1,0,63,111,15707.81
zzT1BU5MzUYHWKnBa48zdP7lZWITeOmsimFU5bw1aQc=,20160802,4,1,0,1,4,9,1545.217
zzT1BU5MzUYHWKnBa48zdP7lZWITeOmsimFU5bw1aQc=,20161014,1,0,0,0,7,8,1899.798
zzRpViDA3YXl9f+XuMjpqYy0x9Q3V812IzUDhzRgw0M=,20161225,3,0,0,0,49,48,12130.387
zzRpViDA3YXl9f+XuMjpqYy0x9Q3V812IzUDhzRgw0M=,20170219,1,1,1,0,2,5,852.97
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,20151003,1,0,0,0,8,9,1962.818
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,20161211,2,6,0,1,23,32,6834.241
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,20150813,22,8,8,4,189,96,48140.284
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,20160312,1,0,0,0,12,6,2613.22
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,20150124,3,0,1,3,75,79,19760.324
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,20150315,3,0,1,4,194,202,48118.089
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,20151216,0,0,0,0,8,8,1942.98
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,20150623,14,7,3,3,103,113,27798.98
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,20160820,1,0,1,1,13,10,3206.86
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,20150504,0,0,2,0,157,82,39790.44
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20150124,7,8,4,3,60,56,17732.093
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20161210,4,3,0,1,29,35,7182.348
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20150510,1,0,0,0,0,1,19.221
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20160402,12,8,4,2,28,48,9239.844
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20160210,8,1,1,0,35,43,9536.417
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20151216,2,1,0,1,17,21,4627.648
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20151021,2,7,0,1,3,12,1798.629
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20150830,55,7,1,3,63,93,18681.547
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20150316,5,0,1,1,20,23,4904.767
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20161021,7,1,0,1,62,40,16171.869
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20150707,2,0,1,2,34,39,9681.983
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20160522,11,5,1,2,38,56,11034.769
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20170129,8,6,0,0,21,30,5709.308
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20160901,5,4,7,5,23,41,8305.392
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,20160711,3,2,0,2,50,50,13505.111
zzLnH23r6uBuc6LN/nMHNTYTgp1/dO0RGBo6Cl45D1o=,20160314,5,0,1,2,73,72,19267.27
zzLnH23r6uBuc6LN/nMHNTYTgp1/dO0RGBo6Cl45D1o=,20160614,5,2,2,0,9,18,2944.672
zzLnH23r6uBuc6LN/nMHNTYTgp1/dO0RGBo6Cl45D1o=,20160814,0,0,1,1,66,67,17495.93
zzLnH23r6uBuc6LN/nMHNTYTgp1/dO0RGBo6Cl45D1o=,20161021,2,4,0,0,10,16,2709.086
zzLnH23r6uBuc6LN/nMHNTYTgp1/dO0RGBo6Cl45D1o=,20170218,3,0,0,0,20,12,4581.009
zzLnH23r6uBuc6LN/nMHNTYTgp1/dO0RGBo6Cl45D1o=,20150918,1,1,0,0,26,26,7014.252
zzLnH23r6uBuc6LN/nMHNTYTgp1/dO0RGBo6Cl45D1o=,20161215,5,2,0,1,33,38,8582.193
zzLnH23r6uBuc6LN/nMHNTYTgp1/dO0RGBo6Cl45D1o=,20150424,0,0,0,0,1,1,238.341
zzLDwEpn44C9BlfVM9AfU+mQ9vh0pCRp3YKJ/5DD5Fg=,20161017,0,0,0,0,12,11,2925.03
zzLDwEpn44C9BlfVM9AfU+mQ9vh0pCRp3YKJ/5DD5Fg=,20160820,7,2,0,0,13,13,3387.839
zzH2MH2PO0cNE/7q3GM8VQ5QNQ+joBNqmHEjEE0A4xQ=,20161127,9,8,2,0,1,16,1226.266
zzH2MH2PO0cNE/7q3GM8VQ5QNQ+joBNqmHEjEE0A4xQ=,20160919,49,4,1,2,1,48,1828.104
zzH2MH2PO0cNE/7q3GM8VQ5QNQ+joBNqmHEjEE0A4xQ=,20160624,96,14,1,1,2,63,2554.232
zzGJl56zlHz+AAX/8ob0UHtU1aXcg60DSA25lx3kqLE=,20150215,6,0,1,1,1,8,637.979
zzF2Rv1o9EaFRAqoMq0e6dxzenYJ9NOyNXnHiIeUWj0=,20150325,2,1,2,0,15,20,4405.49
zzF2Rv1o9EaFRAqoMq0e6dxzenYJ9NOyNXnHiIeUWj0=,20150924,0,0,0,0,8,8,2096.429
zzF2Rv1o9EaFRAqoMq0e6dxzenYJ9NOyNXnHiIeUWj0=,20150608,1,0,0,0,28,28,7146.35
zzF2Rv1o9EaFRAqoMq0e6dxzenYJ9NOyNXnHiIeUWj0=,20160530,1,0,0,0,0,1,2.589
zzF2Rv1o9EaFRAqoMq0e6dxzenYJ9NOyNXnHiIeUWj0=,20161220,3,0,1,0,39,43,10238.939
zzDJ5/RPpbAqwp1yvXVpX5b4MEnqnUD2tQoZtDfhLVQ=,20160930,5,0,1,0,32,13,7817.519
zzDJ5/RPpbAqwp1yvXVpX5b4MEnqnUD2tQoZtDfhLVQ=,20161119,4,4,0,0,20,17,4924.83
zzDJ5/RPpbAqwp1yvXVpX5b4MEnqnUD2tQoZtDfhLVQ=,20170109,2,1,0,1,21,18,5054.856
zz9rEJzco9LGr/Ng7wXXGw19VgFsa3IH2swAfhVAiBU=,20150702,0,0,0,0,8,8,2206.984
zz9rEJzco9LGr/Ng7wXXGw19VgFsa3IH2swAfhVAiBU=,20160130,0,1,0,0,39,20,10963.882
zz9rEJzco9LGr/Ng7wXXGw19VgFsa3IH2swAfhVAiBU=,20160710,5,0,3,0,23,27,6352.932
zz9rEJzco9LGr/Ng7wXXGw19VgFsa3IH2swAfhVAiBU=,20161207,0,0,0,1,45,22,11229.524
zz9rEJzco9LGr/Ng7wXXGw19VgFsa3IH2swAfhVAiBU=,20170219,2,0,0,2,5,7,1800.906
zz9njTEmuZRP8et++XFiyG6eq7Xorgxsi8F730da+Jc=,20170221,29,1,2,1,13,43,3945.555
zz9njTEmuZRP8et++XFiyG6eq7Xorgxsi8F730da+Jc=,20161228,30,12,7,8,19,62,8833.464
zz9njTEmuZRP8et++XFiyG6eq7Xorgxsi8F730da+Jc=,20161108,11,6,3,3,21,40,6408.182
zz5fk2rfvT3ef27vQ5g/vBI6ctr8vJrUvRwY3pMNuEY=,20161102,0,0,0,0,2,2,412.386
zz1mdmXpCteI9yEg8V04EPNNaCdYOdumh6VLyRuCoWs=,20150222,3,0,0,0,1,4,284.588
zz1mdmXpCteI9yEg8V04EPNNaCdYOdumh6VLyRuCoWs=,20160409,0,0,0,0,13,13,3381.082
zz1mdmXpCteI9yEg8V04EPNNaCdYOdumh6VLyRuCoWs=,20160626,3,2,0,0,57,62,13379.258
zz1mdmXpCteI9yEg8V04EPNNaCdYOdumh6VLyRuCoWs=,20170215,0,0,0,0,3,3,790.595
zz1mdmXpCteI9yEg8V04EPNNaCdYOdumh6VLyRuCoWs=,20160107,2,0,0,0,6,2,1210.827
zz0Vg430/Dv+G/XCYqJ5uODVvLanVPNd4n23o67rm/c=,20170131,15,3,3,1,47,65,11996.311
zz0Vg430/Dv+G/XCYqJ5uODVvLanVPNd4n23o67rm/c=,20161206,2,1,3,0,53,42,13884.556
zz0Vg430/Dv+G/XCYqJ5uODVvLanVPNd4n23o67rm/c=,20161009,0,0,0,0,10,10,2722.0
zz0Vg430/Dv+G/XCYqJ5uODVvLanVPNd4n23o67rm/c=,20160211,5,1,0,0,40,36,10498.738
zz0Vg430/Dv+G/XCYqJ5uODVvLanVPNd4n23o67rm/c=,20160802,4,0,0,0,27,29,7441.404
zz0Vg430/Dv+G/XCYqJ5uODVvLanVPNd4n23o67rm/c=,20160503,0,0,0,0,5,5,1246.049
zz0Vg430/Dv+G/XCYqJ5uODVvLanVPNd4n23o67rm/c=,20151129,1,0,0,0,59,60,14094.312
zyyIizV63uGu6R5OxSaXfh22ay/MUaQalmVE11LU3P4=,20170206,1,2,0,1,10,11,3117.649
zyyIizV63uGu6R5OxSaXfh22ay/MUaQalmVE11LU3P4=,20161203,0,0,1,1,3,5,846.426
zyyIizV63uGu6R5OxSaXfh22ay/MUaQalmVE11LU3P4=,20160928,0,1,0,3,2,5,1317.166
zyyIizV63uGu6R5OxSaXfh22ay/MUaQalmVE11LU3P4=,20160721,1,1,2,0,2,4,1059.016
zyyIizV63uGu6R5OxSaXfh22ay/MUaQalmVE11LU3P4=,20160509,7,2,1,4,23,25,6372.111
zyyIizV63uGu6R5OxSaXfh22ay/MUaQalmVE11LU3P4=,20151231,0,0,1,0,7,1,2003.191
zyyIizV63uGu6R5OxSaXfh22ay/MUaQalmVE11LU3P4=,20151024,1,0,0,6,1,8,2000.905
zyyIizV63uGu6R5OxSaXfh22ay/MUaQalmVE11LU3P4=,20150822,0,1,1,0,0,2,208.198
zyyIizV63uGu6R5OxSaXfh22ay/MUaQalmVE11LU3P4=,20150626,1,0,0,0,1,2,345.403
zyyIizV63uGu6R5OxSaXfh22ay/MUaQalmVE11LU3P4=,20150404,1,0,0,0,0,1,26.45
zyyIizV63uGu6R5OxSaXfh22ay/MUaQalmVE11LU3P4=,20150208,1,0,0,0,10,11,2723.176
zyyIizV63uGu6R5OxSaXfh22ay/MUaQalmVE11LU3P4=,20160308,0,0,0,2,9,8,2424.135
zyv/tgkfq6v1kmCG1zkblK91VDVwjIVo9l68ixn5d70=,20161119,31,5,2,2,25,43,6489.528
zyv/tgkfq6v1kmCG1zkblK91VDVwjIVo9l68ixn5d70=,20170110,0,1,1,1,24,26,5842.939
zyv/tgkfq6v1kmCG1zkblK91VDVwjIVo9l68ixn5d70=,20160927,1,0,1,1,6,9,1820.187
zyv/tgkfq6v1kmCG1zkblK91VDVwjIVo9l68ixn5d70=,20160808,6,4,1,0,18,28,4759.472
zyu0O8EOUFzTY+wWp4ORsMXl9ONDbw8SBb/UBpDyfhI=,20161127,1,1,0,0,14,11,3846.655
zyu0O8EOUFzTY+wWp4ORsMXl9ONDbw8SBb/UBpDyfhI=,20160929,3,0,1,1,19,23,5398.45
zyu0O8EOUFzTY+wWp4ORsMXl9ONDbw8SBb/UBpDyfhI=,20170127,3,2,1,1,18,14,5460.618
zyu0O8EOUFzTY+wWp4ORsMXl9ONDbw8SBb/UBpDyfhI=,20160728,3,2,2,0,1,8,669.727
zyu0O8EOUFzTY+wWp4ORsMXl9ONDbw8SBb/UBpDyfhI=,20160514,5,0,0,0,5,9,1150.534
zyu0O8EOUFzTY+wWp4ORsMXl9ONDbw8SBb/UBpDyfhI=,20160317,4,4,3,0,89,79,20471.53
zyu0O8EOUFzTY+wWp4ORsMXl9ONDbw8SBb/UBpDyfhI=,20160118,3,0,1,0,11,12,3086.003
zysxY9glURi8LpiVUtsX3MPABCZSSqPXq3vThbjWrTo=,20170218,3,0,1,0,27,25,6925.6
zysxY9glURi8LpiVUtsX3MPABCZSSqPXq3vThbjWrTo=,20160906,22,0,1,0,2,23,802.951
zysxY9glURi8LpiVUtsX3MPABCZSSqPXq3vThbjWrTo=,20151104,2,2,0,0,3,7,947.527
zysxY9glURi8LpiVUtsX3MPABCZSSqPXq3vThbjWrTo=,20150612,1,4,5,0,1,10,1209.858
zyrNil268cQSrugHNOGOcZpIJmDwPYbAEuQTlOiUqBM=,20170109,1,0,0,1,27,14,7720.605
zyrNil268cQSrugHNOGOcZpIJmDwPYbAEuQTlOiUqBM=,20161016,0,0,0,0,28,19,7055.866
zyf61bMaScnjHMAPnxOksQ/itJHZ42OOiEGMSBpv5Tw=,20160614,5,0,0,1,9,15,2569.82
zyf61bMaScnjHMAPnxOksQ/itJHZ42OOiEGMSBpv5Tw=,20161029,3,2,0,1,9,7,3320.718
zyf61bMaScnjHMAPnxOksQ/itJHZ42OOiEGMSBpv5Tw=,20160823,14,2,1,1,39,37,10955.93
zyf61bMaScnjHMAPnxOksQ/itJHZ42OOiEGMSBpv5Tw=,20150524,12,5,2,1,81,68,22513.727
zyf61bMaScnjHMAPnxOksQ/itJHZ42OOiEGMSBpv5Tw=,20150925,0,0,0,0,1,1,242.233
zyf61bMaScnjHMAPnxOksQ/itJHZ42OOiEGMSBpv5Tw=,20160323,1,0,1,1,22,23,6866.546
zyc3EkYikwK6uJ7qjPdyki0M0vFd8f5TCbb+1wup9wI=,20161219,53,1,2,1,30,86,7753.949
zyc3EkYikwK6uJ7qjPdyki0M0vFd8f5TCbb+1wup9wI=,20160814,2,0,0,0,3,5,656.353
zyc3EkYikwK6uJ7qjPdyki0M0vFd8f5TCbb+1wup9wI=,20160604,5,0,1,0,6,12,1331.717
zyc3EkYikwK6uJ7qjPdyki0M0vFd8f5TCbb+1wup9wI=,20160313,13,0,0,0,26,36,6081.147
zyc3EkYikwK6uJ7qjPdyki0M0vFd8f5TCbb+1wup9wI=,20160111,22,1,1,0,42,61,10312.91
zybp4I2q4hqJk7wnWNwEAn+1YEWeYD2oodgRAvL9Q7A=,20160726,4,0,2,3,16,18,4783.964
zybp4I2q4hqJk7wnWNwEAn+1YEWeYD2oodgRAvL9Q7A=,20151006,3,1,2,1,51,40,7770.988
zybp4I2q4hqJk7wnWNwEAn+1YEWeYD2oodgRAvL9Q7A=,20150630,3,0,1,0,72,32,18820.239
zybp4I2q4hqJk7wnWNwEAn+1YEWeYD2oodgRAvL9Q7A=,20161018,0,0,0,0,1,1,245.0
zybp4I2q4hqJk7wnWNwEAn+1YEWeYD2oodgRAvL9Q7A=,20170112,6,3,3,3,8,16,2307.629
zybp4I2q4hqJk7wnWNwEAn+1YEWeYD2oodgRAvL9Q7A=,20150306,6,4,1,22,286,288,78419.26
zybp4I2q4hqJk7wnWNwEAn+1YEWeYD2oodgRAvL9Q7A=,20160323,2,0,1,0,0,3,108.272
zyZT/JTLRdukYJmLcAwIo715eUdcR5YEXcnvX8DfGSs=,20160201,5,3,1,1,0,10,933.438
zyTEcTtphUixIWpw37Yv1cUVyDQA6G+fe+W6TqrW7xc=,20151022,0,0,0,0,1,1,294.139
zyTEcTtphUixIWpw37Yv1cUVyDQA6G+fe+W6TqrW7xc=,20160411,5,1,0,0,7,13,1971.539
zyTEcTtphUixIWpw37Yv1cUVyDQA6G+fe+W6TqrW7xc=,20160121,2,2,0,0,5,8,1232.117
zyTEcTtphUixIWpw37Yv1cUVyDQA6G+fe+W6TqrW7xc=,20150723,2,1,1,3,12,17,3868.136
zyTEcTtphUixIWpw37Yv1cUVyDQA6G+fe+W6TqrW7xc=,20160725,0,0,0,0,5,2,1756.793
zyTEcTtphUixIWpw37Yv1cUVyDQA6G+fe+W6TqrW7xc=,20150430,16,1,1,1,21,25,5747.649
zyTEcTtphUixIWpw37Yv1cUVyDQA6G+fe+W6TqrW7xc=,20161022,5,0,0,0,10,13,2599.754
zyTEcTtphUixIWpw37Yv1cUVyDQA6G+fe+W6TqrW7xc=,20150204,0,1,0,0,1,2,267.122
zyTEcTtphUixIWpw37Yv1cUVyDQA6G+fe+W6TqrW7xc=,20170112,0,0,0,0,5,5,1199.121
zyRhbyM71cneRFxq8TmJ6Mh+fEeLXx2Qh+HfzEwIu6Y=,20160417,3,0,0,1,1,4,606.903
zyRhbyM71cneRFxq8TmJ6Mh+fEeLXx2Qh+HfzEwIu6Y=,20160609,2,0,1,0,11,9,3058.382
zyRhbyM71cneRFxq8TmJ6Mh+fEeLXx2Qh+HfzEwIu6Y=,20160920,0,0,0,0,6,6,1415.864
zyRhbyM71cneRFxq8TmJ6Mh+fEeLXx2Qh+HfzEwIu6Y=,20161109,9,1,1,0,25,32,6529.501
zyRhbyM71cneRFxq8TmJ6Mh+fEeLXx2Qh+HfzEwIu6Y=,20161229,4,1,0,1,14,16,3695.191
zyRhbyM71cneRFxq8TmJ6Mh+fEeLXx2Qh+HfzEwIu6Y=,20170219,3,0,0,0,8,11,2050.193
zyRhbyM71cneRFxq8TmJ6Mh+fEeLXx2Qh+HfzEwIu6Y=,20160731,2,0,0,0,16,13,4860.069
zyRhbyM71cneRFxq8TmJ6Mh+fEeLXx2Qh+HfzEwIu6Y=,20160222,9,2,2,1,21,24,5665.285
zyRhbyM71cneRFxq8TmJ6Mh+fEeLXx2Qh+HfzEwIu6Y=,20151229,8,1,1,0,12,12,3155.122
zyRMmrj0o2i82NBU8PtI/g0curLTAjYIxRyoEQgj3n4=,20160819,3,1,1,0,9,7,2269.594
zyRMmrj0o2i82NBU8PtI/g0curLTAjYIxRyoEQgj3n4=,20160321,5,2,1,0,5,13,1174.077
zyRMmrj0o2i82NBU8PtI/g0curLTAjYIxRyoEQgj3n4=,20160102,0,1,1,0,2,4,863.163
zyMriwiljPmVqlOvEnzKkEeEJYJ6v8DGGcS3ag4pvF0=,20160704,1,0,0,0,10,6,2527.285
zyMriwiljPmVqlOvEnzKkEeEJYJ6v8DGGcS3ag4pvF0=,20150818,9,4,7,8,17,42,7735.936
zyMriwiljPmVqlOvEnzKkEeEJYJ6v8DGGcS3ag4pvF0=,20160909,2,1,0,0,15,12,3968.457
zyMriwiljPmVqlOvEnzKkEeEJYJ6v8DGGcS3ag4pvF0=,20150405,3,1,0,0,29,20,6587.055
zyMriwiljPmVqlOvEnzKkEeEJYJ6v8DGGcS3ag4pvF0=,20161107,17,2,2,4,8,31,3665.91
zyMriwiljPmVqlOvEnzKkEeEJYJ6v8DGGcS3ag4pvF0=,20160229,25,1,0,1,14,38,4162.97
zyMriwiljPmVqlOvEnzKkEeEJYJ6v8DGGcS3ag4pvF0=,20150105,2,0,0,0,22,24,5642.178
zyMriwiljPmVqlOvEnzKkEeEJYJ6v8DGGcS3ag4pvF0=,20160504,0,0,0,0,4,4,978.988
zyMriwiljPmVqlOvEnzKkEeEJYJ6v8DGGcS3ag4pvF0=,20151101,8,0,1,0,22,30,5571.811
zyMriwiljPmVqlOvEnzKkEeEJYJ6v8DGGcS3ag4pvF0=,20151228,1,0,0,0,3,4,901.12
zyMriwiljPmVqlOvEnzKkEeEJYJ6v8DGGcS3ag4pvF0=,20170109,1,1,2,1,4,8,1593.873
zyLmHmQr8PjKz1pQQEUhqdXNxNqiUv5D5eLjac2iT+I=,20161218,2,0,0,0,43,41,9464.505
zyLmHmQr8PjKz1pQQEUhqdXNxNqiUv5D5eLjac2iT+I=,20160524,6,9,7,9,23,51,10294.033
zyLmHmQr8PjKz1pQQEUhqdXNxNqiUv5D5eLjac2iT+I=,20160210,5,1,0,0,2,8,639.293
zyLmHmQr8PjKz1pQQEUhqdXNxNqiUv5D5eLjac2iT+I=,20151219,6,0,1,2,4,10,1584.262
zyLmHmQr8PjKz1pQQEUhqdXNxNqiUv5D5eLjac2iT+I=,20151026,0,2,0,0,12,12,3187.842
