msno,is_churn
BW/1wQJNE4FnConXxOAYrsu5hhd7yr0lh7toZFJF9fw=,1
jCGY8mFTkJ41ByB1Zr/krHKjX/6EqYERm1HU5T4fSFU=,1
4qgnlq/snifLmwOBDecGT0WBJLnciOHUuB01L/6s0Qs=,1
1P06raihrEw/y5qvlkzeuYvIlQnJHa9mOOmSufv34p0=,1
oT3DsZlMpOdL+jutNp0ApUUa4+yrz7PrhlnQKdtsvso=,1
eZlNcEOrWYWX+mGEXICNKJY9l6zIEFhV8nFXwRWXb40=,1
4KzoGRt5UbDwG2sI7iVcNizin9sKRkwych3xEqRmwds=,1
qI7JnFp7qT/Ee+t3oCevtUJjraeWaqi08Qmww7Zl7zE=,1
xohhVdfD6gcOzrt3BL4GSEozogsOeyl5/yGGUnhlZRw=,1
tthu5CT49o0Pa7M7ZE6V5YiOGlmZXcseBWRUFWAVNhg=,1
74dp0Elxq6CaWeFhlG6kIE0LQWdJ+S8l8l76FvpD7mQ=,1
UK+bnSARUWjDgqjuHYQ9hUb5E3LSRS1maAdbBzw8W7k=,1
epHu5TBNB/rfde3mFom9ggqbE0dIiIkNePK+NjQhBT0=,1
R4L3r8ZN2yE5H5T5q44BXUjzTKHHHNNR7GJAl4fH+Ec=,1
jVf97vfQ3YAkouksLemR84RSPasSZXqrzpup6M0ZFNU=,1
uRzeGYhlXHnKHQuD3jKPCvnB7yXvq9Jyd/SqgYfRIs0=,1
h54ggNwEwfO+VUxzGXlG+APhPX3O5Y4e1jdOozUkDPM=,1
Gb5l4/LPuuHLrhNrJXQplIhGAbMZNvK0dIGgz+59WbQ=,1
3UpdMNlcF7OBeVMpUPdD6wSpRqW2Zayqa8Qz12kRlhM=,1
RGp/5qIlrNk/x8F6iPxjcSCNehkObeF0Cp+d3xm6IU8=,1
wZx+UbAy6FdreVTM1awbvVy2PSGYTogFeldnPHS4NW0=,1
oDXNoKIvqQo1XTIEerYL1o1XGPHhlfBXtHuGsXFWZfc=,1
O2Zx3FkWQu34G+6Enlvgz6p9/alytpZ4N6X9keE4mgg=,1
0zGhnY6ymrVY7/jJoDdGZyLRsLnMGQ12R6+CMhAMi6A=,1
hf6rhFzrkZO5tZKtVc6VEjunJ4yKfFA/Oiit+Ybx3fo=,1
y7dsv7J/zVulFdhmP2/Lwa5ikeo6gH02STSD9quifRU=,1
ycnKlFnnB42bDB0mxOyTDoZBOn7rIUVdxG+mPJ3dtO8=,1
rzv4H8NKV60HnBZKFW3hgoSLjKG7jfO+sN3z8bFZgrU=,1
pVMxeIzDnPYNIGu6vP7SDVIKjbXbInpm5KR7kjOU2UQ=,1
+hOnYeAsaqfHyVMACqoKkcxdTGir7RWyTqgmtajUM10=,1
BSKzsSdi9Un2V3S5nWAnK054uLSrSiXwj6AP9zyUDsI=,1
2oFsm9EaY6lOTH0Wd+2vhbPQg2TIZ6XMdVcVlkCv//0=,1
z31E7fn8r0Xz3mclyGHI6SkZCdJJ2wPMLxz6kiVrFg0=,1
jjVtaOaR50qdfAGSm4BdCBdsqy0gimQhceV1/GEV/vo=,1
l6s2Funn696b/afDo55m7CQOgroxj+A0PHI1h4NkaZ4=,1
7vCoWGObgoG5ZQKqaK8n9ZheZPIStydjFKrnOVeqtno=,1
nVCRZxcwpzMfx8OAtRsMQINKKjWFELp21ogjq2yqfsA=,1
F5Gfq96kaHrTOvpSK0ZF7brk+B0R2BzSFv8Y4iLk9cY=,1
Ez6hu1yIBM2yQXzJbZJoNwQU6aVupZUT0qTnHrg1ZHM=,1
hgkeLo1/VzqhV2rBkQNg3HAhchkAYf9E7XsZNgzMLvM=,1
5qH+4DxnNDDTt9IIXB/ngb4M3xvfRWA8+FMaCEV9/7g=,1
TqHp+aynEsACslRnxmraOwRQ3StBC1gOlsER+8PIVjw=,1
rU/iG01GNZWp8JqYp37FrD1oVfwAgLf+ZMelsais3FQ=,1
gNwFLjQe+7UnzxaHCB58QZEXAFnmRvAKapoxq0O465M=,1
NouQEX7uTiMDCMgayDY9DZdQ+CTqOmpyp5g5DLrfYuI=,1
Xir8qp4Yi2huIRFdwC7yj9N77TkhgymmgVqJaf6jQSw=,1
YXkRBmE88MNLPxicRqUdgajoNCphQl7dst+LX2rSFdg=,1
mCIKnFAnwKACQYcyk2rE+kXuH+1P8KAhrsK7On4fnIc=,1
OkE7aqkD/xqDN9w/AJQZtYMizbJDUz7WHHTh6MUG9oQ=,1
PYRToFKI4UJatzHkMyQ5RTLrMf+Cjo7TFt26YkyyMaw=,1
Cg/AuvmZPoC0NvQou+psM30Fxsx/9FI5VnRoujJsUzg=,1
/LQ2vrNFkNhrsKQu9K22YKq65yidZzQJmq7fD8KYqXI=,1
AF63kQQ3YDlVD2tM75mKYPO3/CCAHGgk+nX2OjiHUUU=,1
qUvw4vh6naEc3nUvCtG9s+2dxWvXHOvPLElmd/WofCw=,1
EOsrbT8pmKJnzxxqZ15PDLlxCyLsWWDOVGspuXwKLj8=,1
VT70go3NGAWabomdgB8Y+t7JCx7kJ2gZ/M4O06VBM6Y=,1
pqC3XSBOFeFx/n8f2Td45wxYVyDLTUT+A2EgcAr53IM=,1
QXYxbH4si7O84dDxWNGdzOXc5qTyrNSfTlbUQ48bqMs=,1
kS60h2x7dGFuf82pw06Kio2iNH0pXs5DJCoZ0GbFEfc=,1
bnlhHLDubIlhtd3FkhtjYglyhno/HCqUbXoxqfrD2ms=,1
twUUiO2QRB+21cLB9tbyGXwZTTSGAQn7qJFgxaPtZPM=,1
FAkubO6Wecf0Wr9ayzH22bDfOkJs58ojWsnbNLcx8qY=,1
fxiTMYaXVIIP2yTxF1jurgKDyUTgRb9DwMq/z9lrRZo=,1
pSV9mwA3gPIPkjIyjLw8sRiNBL5ZQDmo6Ar+xAjbc2k=,1
nZgNgHr1LInPYcKBBt1eDYBhaheobhmfrSCeSuEXO70=,1
narY/n4PHhe2WVNS5AlylyJ3SF3HX2I6RbIag8CB3sw=,1
mVqhmdwwg8fBbwkNVrzKxKxjD4v9MuTIwdK49O6Kktk=,1
Pn+kVtcEjiAS21yCQVwPTOTU6MvK00OmfxiUu+uFTIw=,1
ggAiNn7ZyKL1E8RbZxO90Fp8Ct0VT+q4R3TOaYLF7gc=,1
v+zVUt8jC8snNvDax5Bxv6gcgsoYwVJ9Cz+0AhE9r4I=,1
s8XRj8BmdOuIqPVjDqyYkh9Mo3WY0c6O3xWpI6p622c=,1
IzQCe1fk09Ml0JcJCQOsIG5ptCAhfYEjcC8nc+0rCfk=,1
RIf1Z81hRQyvv6KhnvM+ecf+LGxtzZ3aeQ77B1c18VE=,1
sPcjlwqZ4WuBAXoh4fngWrt3hqv0qYPEf2S/SsCY6Y0=,1
6tvfqRouAjngrEUGfA9c/5AQ/jz8IJqUt8MVIuzBSPk=,1
XjuqY7F/mP+Lj5u4FkZFU1O4DD1saGFlL8Ka15KMack=,1
wCBLjyX3nUOdnkZT/bGvf/c2ynJKKTem715aVMj48KY=,1
vss57FuJtyGKNrPu5EPiuDY4S3qgfd0/2MTNcr+pMzY=,1
MFTiBpbL04W7Jji0gU0f+D7y6Jsx647PFcUAA+ekv7U=,1
AzdIYKJ3lA7D6pXRlzzsLaSSgScGJmfRnIOSTqT+4To=,1
Sz7QLPxHXN20/vb/4Lo3hrGHaHdJ7QErsuyvMg1Sxi0=,1
GhuCMtp47WuMUe7Qebscxd5ybGqM2YnYOVlMFzn3CSM=,1
F3rYE9GquCjXduNSPaw+XKNLr6Jk117RyJD5j6Fj6es=,1
lHJKHE2h2nzfK6pt42FOnOGcVj1qlIx/d4GNEaX/vPQ=,1
tu+l5cn14wv2YAwWTi5m6I2UEinJ02JC/VOjsGIAsBk=,1
RG715z13+huhcGlpnUpbmN3+k8RxGik2pGSpGGtaMWY=,1
Ryu+S64Be5OmdYY8tN2p0S1FSrUql5/B/6QYglXFpgs=,1
maevuKjXxz8i9HZ9jiquyjlAomoFQaJGcxvKik47Hzg=,1
8U4ONUdYnmoeCr9tBkd3lEN4tA/lWK4UzhPVumR8da8=,1
GJawORTbVoSBgz/OEH6lnJim1YJNud4DXLDkoL1g4HE=,1
/pDkG5s47deFJkmkgGd5Uhj9Fr7mGRGA9p7LDB78QIk=,1
8WxrF1f/6pUZyXDEvhN7CRkCzNxg0v2H2KMDL8r62aQ=,1
DTYEUS5CrJsLTsYEiyHPpuX2XYO1s6OaaIGtndFFnJk=,1
hkMqbv5uaxzY1+jCgoMQE3cN6ecbJcBES/h2DJA+NUU=,1
2H2ivxMCeOkSVD2U6fEWHGARtjdhTnwYwVdNBCp8AMc=,1
mdrATN9QsN0naVBJlfXq9yuXNaAQKAIUBz/6wEX7rZ8=,1
K5DutLf55FF4G7l0NJdhC/o3+OnYtnTmN8DcxLD34Vs=,1
cmztNwYV26BSESaXiZXyAFHUF+wIXwiILH6HDiRc+nk=,1
9YnDxfxrCZxcC0RLecv6UuuKV/vVCV4XxesERcilU5w=,1
rEXdbXudJhBxH2jKIPe67gwL3BHV56l94kzZJvYbeew=,1
ngV5lQ0nP6v6sWeeTOa2tdFfCV18xxXSLPo0u04UKYA=,1
hfcLnlz2bJSGtighsIe9zmUU1c4oTWs0gM0qD0CF3vo=,1
8ILkkAMnXvDNsVpp0tHuRRked1Via8GDf8SVWp/99Go=,1
69+8jWipur8fleiSobSm4KifpbJHDJw5Kx+BfkSUXCk=,1
zwGo5kZlYzlRafzAjVKTl4+KYlrs2XUX73ALiVUJtyQ=,1
szp03jSe61q79eXXOCelyPiC8lnrvf/CU8GCQGcLYqY=,1
QsM7KQBt+eM/2EHXgI3+1A/YEzlN5sIyYGhbRfRNzhs=,1
DoYUbPfj9NQBJjlmCP735dac/Ta/B1io1VmQ737Amm8=,1
E9ewPbu/E47WKHOIFi9cuKqm264k7k+FqNkJnK5snVI=,1
7XaIVgwYHggLYIpoXLGjKkNfwHGJ5RBtF3nG9Awude4=,1
YIgNHiaYl9t4Lx8bzmpbnjUsEGGSeBKPgdmEcSN+L1Y=,1
CgU0SU17435rc62anK4ljR8UukM7++hCGAMn65lIR+w=,1
1MT2wS/Q5DlYbTlDGfkUphyzFaR37SdCKGoxwr8SL+A=,1
0uU/FmcsErQkvbBXpa/c19QvlsUYGSn4wYJ77085etw=,1
v4rmUif3+kyaKzY/hdT5JF/GTSBSpv68bsWx9b8K6AM=,1
imYayWGE1zvzwozLD/e9udtsh73McyCNj+Ly7sO+9zI=,1
slM+4RCmfJkwQBqWMJ2mwcABPdLfcJZ3f8YPWZ4jvgU=,1
02AUs61uhVTjfPj2AkblLXViBsUjxUDxjKPmLYy8OdY=,1
vBplopZ8SFR3/iHPjLDK9IdA79YIR2uZlh73y/ZUDLM=,1
rH1ofH9jshsrPntCrMYezUvP6IqkpzFppZ+bb3CJPW8=,1
6JsMoDnF50jT8EWT2dCNx9cBm/ryvk8OmbmAvLcRSvg=,1
WOQRLa8QH1NeCZKdacLwZaKSdJm4OyGP2B9TxVufJfk=,1
+CKkFnl7XkCxI6tjrScwILIZBttYS+l2IlRJiOWwixA=,1
P0dS76rF6nIR+83zGzraAb2hnGzS0du7Fw/97Glk5as=,1
nuQKeoLCnIVJ0j+kB06txfFcVthPDkySNv2oEEXG9O0=,1
PesXOyzmyh3WawhnLH0nvgQnXdf7W0yKBfo9Ro3AuTc=,1
ywib9KeUHwFQTVXlhW9ydKmr9wETNYLcDpwYCsIFgf0=,1
6aCiw9mynaGqj9/lN4dSzYepDcZ4aawgXqETQroifUY=,1
8oKf7kh92vSQgiAksFfW/Ienxxei7wPbhN6yfFyWiDk=,1
SfVflwmJGAqmt/0VHS1bq3OtJAjFL5hA3sXMgazkEyA=,1
lJdcibHo0+oQegJidjaq20Xcdp0d7yOO61eUMBxS8MU=,1
n9KBqWG05RtC8N2dFpJmGxVhtWKej6n+qqPD0UW7yp0=,1
+J40yCBArS4mew3BgQ6TUS8ykqf2sNJ4TNvAqaxwGcI=,1
dxsdoOAqkQ0rIQZ/sR0U++dFlmPj+r3xr849yRVy0Qs=,1
X6LlD6c0PaJYhwoN2m2OuAIl/x8kpmyRpmNbwT2lzZU=,1
5YSbFcTVHrntRZNpDMYV1nBvKcrlvorjE9ShT+tLDus=,1
nbtXQRefeuhOXOPEYguG+d67xhAFYtHgIr5smyZYsZw=,1
UTDFZZl8O7zY89NSFgs4fLusUAbYr7rBW9XqW43adj0=,1
R2cjR3CH4DBLptSJqghJ9qBtpqstEcN+/MwIvBNYJDQ=,1
j9P6WkZZ41LmMwfTVo9Up28jaVOQMncjPbtWsJe3rlU=,1
3ijrRoaBUarHZpAUaSXc26PkCNBPfRblDeu4yyQSBPQ=,1
5T0G1L1NpITWISQ9InR1gRxy/Pil8iRwtUzDVvdo0a4=,1
MNahtohXQOmwI5Cku+0GzDwlltVaJTzGgjww1LIketk=,1
zNhsDyJRlv3vi6qBmeK0QCQITdzCyuq1HR3HyGwnb5A=,1
5+4YVzFnxhV87ext6UCNkY+0cWcz6HCAa0AzihCEY7Q=,1
4gQyz18a2mgMHDbhO2d2J1zOQmcYIKQR376tlspTmxc=,1
yz0/VGj9I7ibxtwvyUQsQojnMIGKKrNbqzYNCN1MBYw=,1
kisJDVq0M0urXaPxEwN5ixuIBRWSw0fT90IA1vsvqtM=,1
2sktZQngTcVriCMjo2o/3XMOzN+0jWtCBdjG2H4gKiI=,1
yJwRl30ki4xKiJZjKF04nv3LM/CoABt4/pbvjx7SVpM=,1
EsRKKNGRwsDw3XU8kVnGPh6wSWJVtzn2LK3mDxl4Zso=,1
CCLFFCGM1FeUlgWseK9INfVlhSir6yWF36Sv1pADL0s=,1
I+iDKYDftOlEmL7X97TvUg3jxrC2UGue2vi9+/oLrQc=,1
3jaFaQugQqL7I8y36+m5UhYzCG1XKtAawWY02tZBKWI=,1
zyIP5XKCwMB2ptZwXVDMQTls7b9YEWtOZJcuHGzfqM8=,1
05ZIlGH8assaQ3MV+dJuR8O1R+GAPmD09hMKjMz5AH4=,1
/p7UU9CtlU5Stb+7iZCw4FEG+oqLIcx77DkzNhVEReI=,1
W+WjsbkMO1PJryknxDdGOSjziA3k/+zZEEiyweBHyDs=,1
jcGu43jPCdSynGgWB0dd6Wq/6DV/aA97jBnSXDXFzfU=,1
CxKIZcJY75vsiUlfeO9/J1Ld8fdAi3Y3JEK+ig7sXGQ=,1
xA2F1QeiXSuHjgyT1GKASyYt+hVTaWQJWR6N6h6Yj9I=,1
v/gENeE3FIPQpp6zoBflQc/moSUFtuhSZhukdKY7fbA=,1
TLouvOdtcvbgWM0RBcZtzC8QBLe8daoPB7bDtJ/MWns=,1
rJxEuavDugqii/kpV08oUdRjZjYHPZ9Zsw+lVvOmHnI=,1
xMeyP6elHu5HKMCvg40eXHlg8gYpx79HZK/UrohWlEA=,1
DeskHs66YWKq1JhCzVtfj0z8P5B+Y2Xrtu0mByqUufQ=,1
jpXxTM+U/oH8xnnmKLQXDNaeqhqq8q/eHaQvsOxqGm8=,1
KaUeWOgSD03zhQ1i9NIHrMo6mCE0idZWEfolv2VUk5s=,1
HF8M4L8KatJHX36bUB+n+qMV/engs0l3f1p/uzYMiCw=,1
COjqRX8neymhEES8G2B6LwuW1JrpPTz2ywmVCGq/ghA=,1
9g1KzUioBKayvZBgHMUkZO3kAx3MGS6wOgOFTC/JWtc=,1
yiu1UktLI/8gYepHoU2mOnEa/ZEuXzRavCn78vSQaZU=,1
ybZKpkA3BRzJ1yHD9JNK5MVMdwCddbm6+uyW1ED+x2A=,1
LqZMMsLJE/G0kD8d2VGlDJ6h1n2DImdiDua+2ROC6ys=,1
fsSNAPUtGOTQcNiQwjIAOSrOf0odMv/dq9g2hcTQrBg=,1
/Ujbp9qqjrVX28ZuVYQ4fdkUY5IU+qtY+lZkE20pPLs=,1
Ch0iYYjvzzJWoeaxPgllusiPOy51fInGF+dko8vuCCE=,1
pChCmFgRySIb4ynoRu04UWlbM3MOxYw2Y9ZE5+SasvI=,1
5JWxFBCdf0Z9+re1QC/pod5DjErGQp2U9u64WSIeFBw=,1
LewDUaFSkHd9jPFtgCxgZS4u9ykbEpvNIUBxhLJqAD4=,1
0dUsCitz7mEyF5u/BAI77jxrHqj+dSPdrb9iJ9/f8SI=,1
J7OBNxidGrufVPcMsQK7YQgKm/pXYPDJLrciloUlfkY=,1
HX9JVRWIo+Oj+LVlIRwEOvp8k93gP6GC1kWHzPV3eeU=,1
VRrimt6U1OJTxPzooUJvFcjbWk/082YigWR7SnGQ6qo=,1
YeJVsF++Bza9CDsA/Fk+R8tRH4H4/S5VuASXQ/PYS2Y=,1
oWU5pwmtY4kJpfNb6rHBiLKhlpyucL9gRvrdgQXA2Yo=,1
ZYuUA+aDmJ3FxjOLUYgamuQHQ3j686Xly4un/zr6HTk=,1
5rVFjofK2d1vDQFpQQrt0gTEuuXPzFGsoNjHtp4Hy6E=,1
SLr0aCGKcGfbQ/XLRi9QrU4955qRh6LcaPnABDE6Uf8=,1
hxSBVvVKDbENj4m9ridyuuSzKPFJAHBRhwNvqGliFFk=,1
BQBnPyemx0Q09cUQoyltev5x3I+GrcFC04YoYwhVm1g=,1
7Bx3zw0JFFwCXjkWgqhMxnQQLzy7Idmc+J1qXU8GhAY=,1
aEgi9txIl2R8bWScNpSPMSyyhNoLQr+YR1irTs2nYIU=,1
qTo7QegU2NB8ngP5YDczkUK+Q2xo6PWXFMwBadlM3xk=,1
FEBJpeQReczH/lIuBOlY4EFrts2u+48uo3oIINcQO3I=,1
yQ/DPhql0lSkyOC4KIQWWi9ITQ3wtz83/0HunTLwJ3s=,1
r9ma0H2MHvIfbbtZWmLMvCJUNMEuQTU70fnGMbofjvw=,1
c5dI2C+kFvB4R7h0oacKWdQ77nKp+g5dWZ/HSq9eylw=,1
tFf0jvmfInZ1HQtdh6GPK5wVIRJ5TiwU2akSg+jV5do=,1
C8E0df7cvTuSGT3+yui7PVIsyzN5PoXMxHhsPBwR8JY=,1
66zYvrEtZzk/Scmm7gbSkU9c1buP2nb9aHf0ivuYNJs=,1
Ji+R/mV8RY2JWfeEpxWEqsGK9Joknetjgh35FxaqUMA=,1
MnHgM60/c7MUHmkDCi0Kc8Fk1vooSaTKBDa6jZNmCpk=,1
5PcAUr2NWKWr4bwgliPPW/rDwB5SGSGPFN2TmRNHVPY=,1
nUFHHLA6up/XaeWgxfICb1WVFS3SEKadRs1ps2FH07w=,1
gjPZ38J/iUkry1Bj9383lQG8EICGYm70IDrzLUhtw5k=,1
Su1FtF2Ezt/2brfxQw22dWkFzYu2rC+yQSmoVSye+I4=,1
JuFyCkq/EoAzZLb2UQEwNWCeRZh6rVg+HN3GeOrE51Y=,1
ZALJRHutyzLmPWd79Uugd3VLHlMP/ZU+gY6vHXTmSeQ=,1
0Ou0Rq8QrrMm1ZWZDPxytmFShuWaghRYsYCDI977vlw=,1
HM/VjDDIfl5qyIQ1WZG4zhJ9FUj4cHfZZb5aMcVpy/s=,1
KAA7XS0284kRTCxyrQlzaSOyGv1lbspsnrn/XMQAOMk=,1
LjQ1/CEfHGdevn+ADstNJDK/QeZHw5OIMdOXfhwtSdE=,1
Yp267JdC3+9Y46eswLmFuDQulTs1R0+xUPjcl9IO+n8=,1
TVO55WmnjAzk/gNqovTxDpvqXQFaLlGApIOr6NgTZxQ=,1
/HLks0La8lN1NERhx/RT8DCfUbwYnXwnI+Dz47Zmk5Q=,1
e6Sakx314bz8MoBDFjPdql5bQftGtP0DLgeqYGoJ600=,1
cSdeulBKJPqOBUdNiJxZwLa+qQIt3ikF4L6fB1DfGhg=,1
W41+ciQWilt3uyS1RROteyZPl6nD0CL9byyZOm6yORA=,1
LTC6ij/De6EYYcty9GEDPGeOTKTHYwKtJysrhGH6Yr8=,1
4ifFkfwJ8OvrZ55k15gHWjIupYWlNsJdtOTUJmRO4IM=,1
DLw+3yLCVlNrryuLbKjzzt8RSyQSK46aAQp1Hbd3vS0=,1
ooM9YMAyyD3EnIQx9tQeK4wRTOXq4Di/eGflCeuUDB0=,1
juzpsI4D266yPQc/HMs6x7J0Y2CKkDvyV5pORQh0t8U=,1
glzXE/M1lzySp41uhQE7NFU8PUE3Yk0bqQnYAElRJsY=,1
d2MwAfFQH+qoZ+PcAUGZWHU7qX1N+DE7FgFcA96C0Ls=,1
E39FPAYO2BKM7r2ynAGHSo6EkMv200LMX6IkPoQLFts=,1
q482AU+WeLHVsK/2/xtnkiH566p0uZA2XDQS7IOaBxw=,1
5PFvAVyEQLmdDY5LWlWNJLdxq0D9IIS0smTz/bKhOd4=,1
wgSIh2d0Gs5DnGWvoZ4etTmPsOEcA5JpmSY8yqTv4cQ=,1
nINPlCID6bJPKYnAwx243igQMnfHsmh13c9pdSzHL98=,1
MpPumneNaIueZ/9KZBhWgTqEoKVpgdmAkfyAHmgnyhc=,1
4IB7DrzTTZ6JCHJeDBsjlGCypCei9RZAYj0KtB77FFI=,1
cndW49GdGYMOhTDpptFDBbPMUMqj9qdxODGOo4lwDrw=,1
xFQxodByHbRZ1E7SvlEmnu6dmrbSm2UPSC6o1rnpt+g=,1
1ClWYHT3Y5FaV2Rn2glbzW8tTFmFpu4Vs0O6Q281xQQ=,1
pxnHoveybDqDXAMgg5cF1dnhwy40VMQX4sEvjtIReOA=,1
wbvlsT56yvtxDgNh5y3qjFTfTxc9RmbUvyulj4dk1R8=,1
JR0LlPNiOesiggebNMB1E9rQLImTaRKE6Y3R1p9dnlM=,1
