msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
zzpTXKXmUXusfh8lgKDrPLEdQyNOvxl4a+PE0CwQIQU=,41,30,149,149,1,20160709,20160809,0
zzpF6hy2lJv8GjT/eZOGSCmg/kQ5FtuIuI+EUaAx7YU=,41,30,149,119,1,20150717,20150817,0
zzpF6hy2lJv8GjT/eZOGSCmg/kQ5FtuIuI+EUaAx7YU=,41,30,149,149,1,20160517,20160617,0
zzpF6hy2lJv8GjT/eZOGSCmg/kQ5FtuIuI+EUaAx7YU=,41,30,149,119,1,20150717,20150817,0
zzpF6hy2lJv8GjT/eZOGSCmg/kQ5FtuIuI+EUaAx7YU=,41,30,149,149,1,20160517,20160617,0
zzp++cVQOL+vApgAvHD7JtTt69oNArzMt0gWhVY7e1w=,41,30,149,149,1,20151010,20151110,0
zzp++cVQOL+vApgAvHD7JtTt69oNArzMt0gWhVY7e1w=,41,30,149,149,1,20170210,20170310,0
zzp++cVQOL+vApgAvHD7JtTt69oNArzMt0gWhVY7e1w=,41,30,149,149,1,20151010,20151110,0
zzp++cVQOL+vApgAvHD7JtTt69oNArzMt0gWhVY7e1w=,41,30,149,149,1,20170210,20170310,0
zznxIK74CmFA4ctJV0OdqizliOysqwVH3HYqSRatwjQ=,41,30,129,129,1,20160331,20160501,0
zznxIK74CmFA4ctJV0OdqizliOysqwVH3HYqSRatwjQ=,41,30,129,129,1,20160331,20160501,0
zznuqn+KaqC3TAIy7ulqyWKSGy7Mzsg5Br2Li0Wgd4Y=,41,30,149,149,1,20151126,20151226,0
zznuqn+KaqC3TAIy7ulqyWKSGy7Mzsg5Br2Li0Wgd4Y=,41,30,149,119,1,20150326,20150426,0
zznuqn+KaqC3TAIy7ulqyWKSGy7Mzsg5Br2Li0Wgd4Y=,41,0,0,149,1,20150426,20150526,0
zznuqn+KaqC3TAIy7ulqyWKSGy7Mzsg5Br2Li0Wgd4Y=,41,0,0,149,1,20150426,20150526,0
zznuqn+KaqC3TAIy7ulqyWKSGy7Mzsg5Br2Li0Wgd4Y=,41,30,149,119,1,20150326,20150426,0
zznuqn+KaqC3TAIy7ulqyWKSGy7Mzsg5Br2Li0Wgd4Y=,41,30,149,149,1,20151126,20151226,0
zznOp14XYH0JZQlyS6D8eereJBwiQOIw6JXkC5bWeLM=,41,30,149,149,1,20160519,20160619,0
zznOp14XYH0JZQlyS6D8eereJBwiQOIw6JXkC5bWeLM=,41,30,149,149,1,20160519,20160619,0
zznEaSUpb3ViumtMHeqcLeS5M96xXNH3kam9qOz35es=,41,30,99,99,1,20161221,20170121,0
zznEaSUpb3ViumtMHeqcLeS5M96xXNH3kam9qOz35es=,41,30,99,99,1,20161221,20170121,0
zzmqBYauZ247rjS10f7TK2D7L3SFZcXkEEDWAIxzxSs=,39,30,149,149,1,20160731,20160905,0
zzmqBYauZ247rjS10f7TK2D7L3SFZcXkEEDWAIxzxSs=,39,30,149,149,1,20160731,20160905,0
zzmmUDDz1Fq2BiixhCRtn4hYVvG4nn09lVRvA8Lz824=,41,30,149,119,1,20150201,20150301,0
zzmmUDDz1Fq2BiixhCRtn4hYVvG4nn09lVRvA8Lz824=,41,30,149,119,1,20150201,20150301,0
zzmmUDDz1Fq2BiixhCRtn4hYVvG4nn09lVRvA8Lz824=,41,30,149,149,1,20160201,20160301,0
zzmmUDDz1Fq2BiixhCRtn4hYVvG4nn09lVRvA8Lz824=,41,30,149,149,1,20160201,20160301,0
zzmb2gX4F9mK0G1+2YQ8pqdYrPizIo0o+MNUA9+5I1I=,40,30,149,149,1,20160806,20160905,0
zzmb2gX4F9mK0G1+2YQ8pqdYrPizIo0o+MNUA9+5I1I=,40,30,149,149,1,20160806,20160905,0
zzmKDr1WfF1gRwmq0K+yMLKkplcsuY8z1jJUVWyy2eI=,40,30,149,149,1,20150605,20150704,0
zzmKDr1WfF1gRwmq0K+yMLKkplcsuY8z1jJUVWyy2eI=,40,30,149,149,1,20150605,20150704,0
zzm3H4rHaa2mSCYkpxmVnjjVekl6TBOQoaO3q2FXB1Q=,29,30,180,180,0,20161212,20170111,0
zzm3H4rHaa2mSCYkpxmVnjjVekl6TBOQoaO3q2FXB1Q=,38,30,149,149,0,20160814,20160913,0
zzm3H4rHaa2mSCYkpxmVnjjVekl6TBOQoaO3q2FXB1Q=,38,30,149,149,0,20160219,20160320,0
zzm3H4rHaa2mSCYkpxmVnjjVekl6TBOQoaO3q2FXB1Q=,36,30,180,180,0,20170225,20170327,0
zzm3H4rHaa2mSCYkpxmVnjjVekl6TBOQoaO3q2FXB1Q=,36,30,180,180,0,20170225,20170327,0
zzm3H4rHaa2mSCYkpxmVnjjVekl6TBOQoaO3q2FXB1Q=,29,30,180,180,0,20161212,20170111,0
zzm3H4rHaa2mSCYkpxmVnjjVekl6TBOQoaO3q2FXB1Q=,38,30,149,149,0,20150712,20150811,0
zzm3H4rHaa2mSCYkpxmVnjjVekl6TBOQoaO3q2FXB1Q=,38,30,149,149,0,20160219,20160320,0
zzm3H4rHaa2mSCYkpxmVnjjVekl6TBOQoaO3q2FXB1Q=,38,30,149,149,0,20160814,20160913,0
zzm3H4rHaa2mSCYkpxmVnjjVekl6TBOQoaO3q2FXB1Q=,38,30,149,149,0,20150712,20150811,0
zzluOt3F7bCPVG8ZRgGbGNYVSICKW1xIjx4PpepeK2s=,41,30,99,99,1,20161113,20161213,0
zzluOt3F7bCPVG8ZRgGbGNYVSICKW1xIjx4PpepeK2s=,41,30,99,99,1,20161113,20161213,0
zzluOt3F7bCPVG8ZRgGbGNYVSICKW1xIjx4PpepeK2s=,41,30,99,99,1,20161013,20161113,0
zzluOt3F7bCPVG8ZRgGbGNYVSICKW1xIjx4PpepeK2s=,41,30,99,99,1,20161013,20161113,0
zzlcbpoKog6kvPihC0k0kEP0fN9pRC71yrrtE6BQVdc=,41,30,149,149,1,20150111,20150211,0
zzlcbpoKog6kvPihC0k0kEP0fN9pRC71yrrtE6BQVdc=,41,30,149,149,1,20150111,20150211,0
zzl9h2LZs1EjLRXEUQKK1di+wj08ISUBoTRvwF4Avzg=,41,30,99,99,1,20161231,20170131,0
zzl9h2LZs1EjLRXEUQKK1di+wj08ISUBoTRvwF4Avzg=,41,30,99,99,1,20161231,20170131,0
zzl/0Ih763mnofwOhFMKH7w9u0/bA5CM50IUzb35aYY=,40,30,149,149,1,20150901,20150930,0
zzl/0Ih763mnofwOhFMKH7w9u0/bA5CM50IUzb35aYY=,40,30,149,149,1,20150901,20150930,0
zzjL+h+/fnGP09U09wqUbRQxPn+S4xdccyhyVoTOh3Y=,40,30,149,149,1,20161218,20170208,0
zzjL+h+/fnGP09U09wqUbRQxPn+S4xdccyhyVoTOh3Y=,40,30,149,149,1,20170118,20170311,0
zzjL+h+/fnGP09U09wqUbRQxPn+S4xdccyhyVoTOh3Y=,40,30,149,149,1,20170118,20170311,0
zzjL+h+/fnGP09U09wqUbRQxPn+S4xdccyhyVoTOh3Y=,40,30,149,149,1,20161218,20170208,0
zziROcLZ8887/+2aZS3sTqdgAE/D7JaEq2wwjeZZcRs=,36,30,180,180,1,20160829,20161006,0
zziROcLZ8887/+2aZS3sTqdgAE/D7JaEq2wwjeZZcRs=,36,30,180,180,1,20160829,20161006,0
zzhrzT+z9dZ+it2PintnVCDwqSR8LgToEbvmIx+Dl24=,41,30,99,99,1,20160220,20160320,0
zzhrzT+z9dZ+it2PintnVCDwqSR8LgToEbvmIx+Dl24=,41,30,99,99,1,20160420,20160520,0
zzhrzT+z9dZ+it2PintnVCDwqSR8LgToEbvmIx+Dl24=,41,30,99,99,1,20160420,20160520,0
zzhrzT+z9dZ+it2PintnVCDwqSR8LgToEbvmIx+Dl24=,41,30,99,99,1,20160220,20160320,0
zzhCFbZwTy6Kv95jnDFZ3ZKriHjv8gaEL7fbqPaZZmI=,38,30,149,149,0,20160408,20160508,0
zzhCFbZwTy6Kv95jnDFZ3ZKriHjv8gaEL7fbqPaZZmI=,38,30,149,149,0,20160408,20160508,0
zzh6QA9K39uSsPFFgVhP3XwjVK9IqyYQdyOTp3RwyMA=,41,30,99,99,1,20160920,20161020,0
zzh6QA9K39uSsPFFgVhP3XwjVK9IqyYQdyOTp3RwyMA=,41,30,99,99,1,20160920,20161020,0
zzgZegv7fTUp2rOEyStKmsAs4SNrURIMRuIEJl7KFBw=,27,30,149,149,1,20161027,20161126,0
zzgZegv7fTUp2rOEyStKmsAs4SNrURIMRuIEJl7KFBw=,27,30,149,149,1,20161027,20161126,0
zzgNB0q1rl7MhtCW3DxZjPJPiZUQQEKYuJuUUnEpaII=,39,0,0,149,1,20150430,20150627,0
zzgNB0q1rl7MhtCW3DxZjPJPiZUQQEKYuJuUUnEpaII=,39,0,0,149,1,20150430,20150627,0
zzffykqcaEfJTKzrT3Dy2Cb2Zx/D/khvG24rkU3m14k=,40,30,149,149,1,20151128,20151231,0
zzffykqcaEfJTKzrT3Dy2Cb2Zx/D/khvG24rkU3m14k=,40,30,149,149,1,20161101,20161202,0
zzffykqcaEfJTKzrT3Dy2Cb2Zx/D/khvG24rkU3m14k=,40,30,149,149,1,20150828,20151001,0
zzffykqcaEfJTKzrT3Dy2Cb2Zx/D/khvG24rkU3m14k=,40,30,149,149,1,20150828,20151001,0
zzffykqcaEfJTKzrT3Dy2Cb2Zx/D/khvG24rkU3m14k=,40,30,149,149,1,20161101,20161202,0
zzffykqcaEfJTKzrT3Dy2Cb2Zx/D/khvG24rkU3m14k=,40,30,149,149,1,20151128,20151231,0
zzfLVSNNFRKvPv3nUDvtybJxXzcXed8XsTAmg69C4z0=,40,30,149,149,1,20150728,20150827,0
zzfLVSNNFRKvPv3nUDvtybJxXzcXed8XsTAmg69C4z0=,40,30,149,149,1,20150728,20150827,0
zzfECxtRL4n08hLXs1L3wEJ9aPosfky4INGI7O/ypJU=,41,30,99,99,1,20170203,20170303,0
zzfECxtRL4n08hLXs1L3wEJ9aPosfky4INGI7O/ypJU=,41,30,99,99,1,20170203,20170303,0
zzej1kqIwUfwVS3tM0MaN5ncLENnhU1kfYYc7OI0STc=,39,30,149,149,1,20161130,20170126,0
zzej1kqIwUfwVS3tM0MaN5ncLENnhU1kfYYc7OI0STc=,39,30,149,149,1,20161130,20170126,0
zzeZ9Vjz01AVOJVKn/MVtZ9OvaX0SJmMdyPOYnN49kQ=,41,30,149,149,1,20151220,20160121,0
zzeZ9Vjz01AVOJVKn/MVtZ9OvaX0SJmMdyPOYnN49kQ=,41,30,149,149,1,20151220,20160121,0
zzeNgiCRlasIX08I1tC96BuX9AGIXI9ekCiIz2cEFRA=,39,30,149,149,1,20150630,20150810,0
zzeNgiCRlasIX08I1tC96BuX9AGIXI9ekCiIz2cEFRA=,39,30,149,149,1,20150630,20150810,0
zzd39tdgOwpUPj+8YBr++BcS3xCAelGKK/6JXJ6mnp0=,41,30,99,99,1,20170205,20170305,0
zzd39tdgOwpUPj+8YBr++BcS3xCAelGKK/6JXJ6mnp0=,41,30,99,99,1,20170205,20170305,0
zzc3xCgSALk3is1GqCVPCki9LilhWxlwcoNwU6SN++c=,41,30,99,99,1,20160406,20160506,0
zzc3xCgSALk3is1GqCVPCki9LilhWxlwcoNwU6SN++c=,41,30,99,99,1,20160406,20160506,0
zzbOMR4ajuNKTNcycMhFrAmwSO7cT460sAlw+gXbWug=,41,30,129,129,1,20160913,20161014,0
zzbOMR4ajuNKTNcycMhFrAmwSO7cT460sAlw+gXbWug=,41,30,129,129,1,20160913,20161014,0
zzZg+ARS27pAVnJuyOj4AmYhm7Yoz6SdpkbA7Oc+314=,41,30,149,149,1,20170205,20170305,0
zzZg+ARS27pAVnJuyOj4AmYhm7Yoz6SdpkbA7Oc+314=,41,30,149,149,1,20170205,20170305,0
zzZg+ARS27pAVnJuyOj4AmYhm7Yoz6SdpkbA7Oc+314=,41,30,149,149,1,20160905,20161005,0
zzZg+ARS27pAVnJuyOj4AmYhm7Yoz6SdpkbA7Oc+314=,41,30,149,149,1,20160905,20161005,0
zzYKYWh4VvXLB4OpGcJSJp6TcWQ22Z1bGCslD76rNiw=,41,30,149,149,1,20150802,20150902,0
zzYKYWh4VvXLB4OpGcJSJp6TcWQ22Z1bGCslD76rNiw=,41,30,149,149,1,20150802,20150902,0
zzXt3L/yYMQLiUaknNgNGIxVxd6cUWTwfFCuOOYbS80=,41,30,99,99,1,20170204,20170204,1
zzXt3L/yYMQLiUaknNgNGIxVxd6cUWTwfFCuOOYbS80=,41,30,99,99,1,20170204,20170204,1
zzXnkYZNSFzExEdMLnzH+nBf0W9Nmk82oPyZ7gsodFI=,31,30,149,149,1,20161031,20161130,0
zzXnkYZNSFzExEdMLnzH+nBf0W9Nmk82oPyZ7gsodFI=,31,30,149,149,1,20161031,20161130,0
zzX4PENdFambpYS5K5NOfEWohFW+KZZUzTmhB3D+/ew=,41,30,149,149,1,20161026,20161126,0
zzX4PENdFambpYS5K5NOfEWohFW+KZZUzTmhB3D+/ew=,41,30,149,149,1,20161026,20161126,0
zzVuAn+JQ/5X80yCTD4ZcnEWZ709xhzD9++UtUovUGw=,41,30,149,149,1,20150106,20150206,0
zzVuAn+JQ/5X80yCTD4ZcnEWZ709xhzD9++UtUovUGw=,41,30,149,149,1,20150106,20150206,0
zzVLNBeDA/LeQX9kVCwgd/mr0YAbrdUY/jkoJvNoW/c=,41,30,99,99,1,20160722,20160822,0
zzVLNBeDA/LeQX9kVCwgd/mr0YAbrdUY/jkoJvNoW/c=,41,30,99,99,1,20160822,20160922,0
zzVLNBeDA/LeQX9kVCwgd/mr0YAbrdUY/jkoJvNoW/c=,41,30,99,99,1,20161122,20161222,0
zzVLNBeDA/LeQX9kVCwgd/mr0YAbrdUY/jkoJvNoW/c=,41,30,99,99,1,20160822,20160922,0
zzVLNBeDA/LeQX9kVCwgd/mr0YAbrdUY/jkoJvNoW/c=,41,30,99,99,1,20161122,20161222,0
zzVLNBeDA/LeQX9kVCwgd/mr0YAbrdUY/jkoJvNoW/c=,41,30,99,99,1,20160722,20160822,0
zzVFa7Gw2fTnLbsVZ1A1pZ5urfRovDjV675kXeeO8Xg=,41,30,99,99,1,20160611,20160711,0
zzVFa7Gw2fTnLbsVZ1A1pZ5urfRovDjV675kXeeO8Xg=,41,30,99,99,1,20161011,20161111,0
zzVFa7Gw2fTnLbsVZ1A1pZ5urfRovDjV675kXeeO8Xg=,41,30,99,99,1,20161011,20161111,0
zzVFa7Gw2fTnLbsVZ1A1pZ5urfRovDjV675kXeeO8Xg=,41,30,99,99,1,20160611,20160711,0
zzU8DyJDFzs8+u7lypEbr6hXF1h3xUKEZj0GCpGWNT8=,37,0,0,149,1,20150501,20150601,0
zzU8DyJDFzs8+u7lypEbr6hXF1h3xUKEZj0GCpGWNT8=,39,30,149,149,1,20161003,20161103,0
zzU8DyJDFzs8+u7lypEbr6hXF1h3xUKEZj0GCpGWNT8=,39,30,149,149,1,20161003,20161103,0
zzU8DyJDFzs8+u7lypEbr6hXF1h3xUKEZj0GCpGWNT8=,37,0,0,149,1,20150501,20150601,0
zzTbZOrrsP9guDKNfbj+1httRnowV9EasZsxciX4s6Q=,39,30,149,149,1,20160731,20160922,0
zzTbZOrrsP9guDKNfbj+1httRnowV9EasZsxciX4s6Q=,39,30,149,149,1,20160731,20160922,0
zzSuei9bqFkkO9cshaR4qNVV2TP2oDVcFFdOf3UY5ow=,41,30,129,129,1,20160229,20160401,0
zzSuei9bqFkkO9cshaR4qNVV2TP2oDVcFFdOf3UY5ow=,41,0,0,129,1,20150430,20150601,0
zzSuei9bqFkkO9cshaR4qNVV2TP2oDVcFFdOf3UY5ow=,41,30,129,129,1,20150531,20150701,0
zzSuei9bqFkkO9cshaR4qNVV2TP2oDVcFFdOf3UY5ow=,41,30,129,129,1,20160229,20160401,0
zzSuei9bqFkkO9cshaR4qNVV2TP2oDVcFFdOf3UY5ow=,41,0,0,129,1,20150430,20150601,0
zzSuei9bqFkkO9cshaR4qNVV2TP2oDVcFFdOf3UY5ow=,41,30,129,129,1,20150531,20150701,0
zzRwvJEyfghxfThCm8v5huXZyFDJKfwUDgolI2zF4W4=,41,30,99,99,1,20170211,20170311,0
zzRwvJEyfghxfThCm8v5huXZyFDJKfwUDgolI2zF4W4=,41,30,99,99,1,20170211,20170311,0
zzRpViDA3YXl9f+XuMjpqYy0x9Q3V812IzUDhzRgw0M=,38,30,149,149,0,20170214,20170318,0
zzRpViDA3YXl9f+XuMjpqYy0x9Q3V812IzUDhzRgw0M=,38,30,149,149,0,20170214,20170318,0
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,39,30,149,149,1,20160930,20161123,0
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,39,31,149,149,1,20150228,20150423,0
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,39,31,149,149,1,20150228,20150423,0
zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,39,30,149,149,1,20160930,20161123,0
zzQABUOYIKM5CzRPbAVDSZJxECNB/WzsHsfpPjB4Lg4=,41,30,99,99,1,20170216,20170316,0
zzQABUOYIKM5CzRPbAVDSZJxECNB/WzsHsfpPjB4Lg4=,41,30,99,99,1,20170216,20170316,0
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,40,30,149,149,1,20150901,20151002,0
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,40,31,149,149,1,20150101,20150202,0
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,40,31,149,149,1,20150101,20150202,0
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,40,30,149,149,1,20150901,20151002,0
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,40,30,149,149,1,20151101,20151202,0
zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,40,30,149,149,1,20151101,20151202,0
zzPIMqFZOnJMP/FuftaPRFe0LegbqBrlLoGnzx5kg/8=,37,30,149,149,1,20160617,20160723,0
zzPIMqFZOnJMP/FuftaPRFe0LegbqBrlLoGnzx5kg/8=,37,30,149,149,1,20161117,20161223,0
zzPIMqFZOnJMP/FuftaPRFe0LegbqBrlLoGnzx5kg/8=,37,30,149,149,1,20150517,20150623,0
zzPIMqFZOnJMP/FuftaPRFe0LegbqBrlLoGnzx5kg/8=,37,30,149,149,1,20150517,20150623,0
zzPIMqFZOnJMP/FuftaPRFe0LegbqBrlLoGnzx5kg/8=,37,30,149,149,1,20161117,20161223,0
zzPIMqFZOnJMP/FuftaPRFe0LegbqBrlLoGnzx5kg/8=,37,30,149,149,1,20160617,20160723,0
zzOdM4/KJC7/wwQ5onRqVmxOeeiD24or5Q1rVbBeC2k=,39,30,149,149,1,20170131,20170312,0
zzOdM4/KJC7/wwQ5onRqVmxOeeiD24or5Q1rVbBeC2k=,39,30,149,149,1,20170131,20170312,0
zzOYt89ny47/uhZAPs9++MfSt43eG1BIBYry0QWaUrw=,40,31,149,149,1,20150105,20150204,0
zzOYt89ny47/uhZAPs9++MfSt43eG1BIBYry0QWaUrw=,40,31,149,149,1,20150105,20150204,0
zzOYt89ny47/uhZAPs9++MfSt43eG1BIBYry0QWaUrw=,40,30,149,149,1,20150805,20150904,0
zzOYt89ny47/uhZAPs9++MfSt43eG1BIBYry0QWaUrw=,40,31,149,149,1,20150305,20150404,0
zzOYt89ny47/uhZAPs9++MfSt43eG1BIBYry0QWaUrw=,40,30,149,149,1,20160105,20160204,0
zzOYt89ny47/uhZAPs9++MfSt43eG1BIBYry0QWaUrw=,40,30,149,149,1,20160105,20160204,0
zzOYt89ny47/uhZAPs9++MfSt43eG1BIBYry0QWaUrw=,40,31,149,149,1,20150305,20150404,0
zzOYt89ny47/uhZAPs9++MfSt43eG1BIBYry0QWaUrw=,40,30,149,149,1,20150805,20150904,0
zzO1S/aU/Bo46GF1MOh5qvttxRdvo87TJZI8Zhpq4AM=,36,30,180,180,1,20170217,20170317,0
zzO1S/aU/Bo46GF1MOh5qvttxRdvo87TJZI8Zhpq4AM=,36,30,180,180,1,20170217,20170317,0
zzNtjqDYmSnHjxhMNkceASOQHx80OVZVQQtuI7wD8PQ=,41,30,149,149,1,20150604,20150704,0
zzNtjqDYmSnHjxhMNkceASOQHx80OVZVQQtuI7wD8PQ=,41,30,149,149,1,20150604,20150704,0
zzNmPZP353qdmpok+/T3gbr1D5fhsOSfeTCYseJvCuU=,27,30,149,149,1,20160214,20160314,0
zzNmPZP353qdmpok+/T3gbr1D5fhsOSfeTCYseJvCuU=,30,30,129,129,1,20170108,20170214,0
zzNmPZP353qdmpok+/T3gbr1D5fhsOSfeTCYseJvCuU=,27,31,149,149,1,20150414,20150514,0
zzNmPZP353qdmpok+/T3gbr1D5fhsOSfeTCYseJvCuU=,27,30,149,149,1,20160214,20160314,0
zzNmPZP353qdmpok+/T3gbr1D5fhsOSfeTCYseJvCuU=,30,30,129,129,1,20170108,20170214,0
zzNmPZP353qdmpok+/T3gbr1D5fhsOSfeTCYseJvCuU=,27,31,149,149,1,20150414,20150514,0
zzNdm69PsvZ4ylclUM98U5cCrSWnhRHCoLpL9qfhba4=,41,30,149,149,1,20151220,20160121,0
