msno,date,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs
JnPG5tp6oKHICKsl2GCMgz/aDuYWKb/1VVNIFdfKTII=,20160910,2,0,1,0,17,10,4347.932
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,20160724,0,1,0,0,7,3,1989.693
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,20150724,20,2,3,7,27,27,9310.253
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,20150531,25,7,5,5,12,39,6080.219
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,20150128,20,0,1,1,14,22,3643.591
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,20161227,6,0,1,0,9,13,2482.724
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,20160306,3,0,0,1,11,7,2754.4809999999998
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,20150330,19,1,0,1,22,14,6028.3730000000005
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,20161015,12,3,0,2,7,16,2580.792
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,20151120,0,1,0,0,1,2,347.925
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,20150917,1,0,0,1,8,3,2492.737
Jnc2PpnzQxgHg/UQfNE7/7LXmRvGA4gxdIuxLY7YRII=,20170224,15,2,1,0,24,35,5826.15
Jnc2PpnzQxgHg/UQfNE7/7LXmRvGA4gxdIuxLY7YRII=,20161024,20,4,5,3,42,57,13228.594
Jnc2PpnzQxgHg/UQfNE7/7LXmRvGA4gxdIuxLY7YRII=,20151014,2,0,0,0,2,4,580.7719999999999
Jnc2PpnzQxgHg/UQfNE7/7LXmRvGA4gxdIuxLY7YRII=,20160213,28,3,1,1,19,31,5816.943
Jnc2PpnzQxgHg/UQfNE7/7LXmRvGA4gxdIuxLY7YRII=,20160411,1,0,0,0,3,4,724.568
Jnc2PpnzQxgHg/UQfNE7/7LXmRvGA4gxdIuxLY7YRII=,20161225,1,0,0,1,23,24,5160.924
Jnc2PpnzQxgHg/UQfNE7/7LXmRvGA4gxdIuxLY7YRII=,20160614,3,0,1,1,6,8,1977.826
Jnc2PpnzQxgHg/UQfNE7/7LXmRvGA4gxdIuxLY7YRII=,20160820,0,0,0,0,3,2,636.0
JnylWaJg20wc0CrHaVpnTENnq/EMqHGDZSfvBna6Icg=,20170114,26,2,1,2,31,58,8447.51
JnylWaJg20wc0CrHaVpnTENnq/EMqHGDZSfvBna6Icg=,20160204,0,0,0,0,5,5,1213.31
JnylWaJg20wc0CrHaVpnTENnq/EMqHGDZSfvBna6Icg=,20160327,16,4,1,0,68,44,17173.108
JnylWaJg20wc0CrHaVpnTENnq/EMqHGDZSfvBna6Icg=,20160529,0,0,2,0,74,76,17861.846999999998
JnylWaJg20wc0CrHaVpnTENnq/EMqHGDZSfvBna6Icg=,20160724,0,0,0,0,1,1,300.278
JnylWaJg20wc0CrHaVpnTENnq/EMqHGDZSfvBna6Icg=,20160916,12,4,0,4,71,83,18030.548
JnylWaJg20wc0CrHaVpnTENnq/EMqHGDZSfvBna6Icg=,20161114,25,6,1,3,76,96,20173.455
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,20170228,0,0,0,0,4,4,808.0
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,20160513,2,2,2,0,2,8,1046.588
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,20160814,11,9,3,1,8,27,4051.2990000000004
Jo4EySzut6MUkoOIirNnxSG7Sybu5hPQigD2wm9601U=,20161202,0,0,0,0,1,1,269.0
JoAw4gBUEgF/HoxBzC/J6bj4zpXhGDwP6CUaGsn8kAo=,20150913,26,4,5,4,12,45,5198.998
JoAw4gBUEgF/HoxBzC/J6bj4zpXhGDwP6CUaGsn8kAo=,20151119,6,2,2,0,7,10,2280.2
JoAw4gBUEgF/HoxBzC/J6bj4zpXhGDwP6CUaGsn8kAo=,20150304,0,0,0,0,3,3,728.8430000000001
JoAw4gBUEgF/HoxBzC/J6bj4zpXhGDwP6CUaGsn8kAo=,20161221,6,1,4,3,6,16,3057.0570000000002
JoAw4gBUEgF/HoxBzC/J6bj4zpXhGDwP6CUaGsn8kAo=,20160115,10,0,1,2,9,18,2847.8979999999997
JoAw4gBUEgF/HoxBzC/J6bj4zpXhGDwP6CUaGsn8kAo=,20160321,0,1,0,0,0,1,90.46700000000001
JoAw4gBUEgF/HoxBzC/J6bj4zpXhGDwP6CUaGsn8kAo=,20160522,9,5,2,3,34,32,9844.119
JoAw4gBUEgF/HoxBzC/J6bj4zpXhGDwP6CUaGsn8kAo=,20150712,4,1,1,0,5,7,1301.847
JoAw4gBUEgF/HoxBzC/J6bj4zpXhGDwP6CUaGsn8kAo=,20160930,2,0,0,1,2,3,665.2810000000001
JoAw4gBUEgF/HoxBzC/J6bj4zpXhGDwP6CUaGsn8kAo=,20150511,19,0,2,0,9,26,2689.092
JoAw4gBUEgF/HoxBzC/J6bj4zpXhGDwP6CUaGsn8kAo=,20160724,3,0,1,0,6,4,1736.1970000000001
JoBWlrRRki/0pXTsMIclKz5oePEZ6E21hzMwR7VxH9U=,20160310,32,1,1,1,23,52,6372.093000000001
JoBWlrRRki/0pXTsMIclKz5oePEZ6E21hzMwR7VxH9U=,20160118,2,4,2,0,78,86,20653.242
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,20150116,0,0,0,0,1,1,281.618
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,20160804,0,0,0,0,10,10,2496.906
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,20160518,41,4,1,0,30,73,7977.69
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,20160221,8,0,0,0,12,20,3237.929
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,20151023,28,0,0,1,21,50,5934.706999999999
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,20150716,0,0,0,0,1,1,217.783
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,20150405,73,1,2,2,29,104,7919.684
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,20170104,5,0,1,1,5,10,1516.336
JoCk6YMPyqyjK16wupA/Xed6ajUf8hEQuZ7BqjKRaTA=,20161024,0,0,0,0,6,6,1546.879
JoF9+P6zSP7w73LH4pgm484drXmPkGzJp1/vjJvovA0=,20161215,0,0,0,0,32,32,7326.0
JoF9+P6zSP7w73LH4pgm484drXmPkGzJp1/vjJvovA0=,20161007,2,0,0,1,8,9,1905.751
JoF9+P6zSP7w73LH4pgm484drXmPkGzJp1/vjJvovA0=,20160806,0,0,0,1,20,21,4772.25
JoF9+P6zSP7w73LH4pgm484drXmPkGzJp1/vjJvovA0=,20160610,0,0,0,1,8,9,2246.132
JoNYGvKvh+xcMC5ieGVsOW6DHyhKplPU18wtD9xlQfA=,20161110,2,2,2,0,5,9,1753.2679999999998
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,20161214,0,0,1,0,0,1,164.65099999999998
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,20150122,4,0,1,2,15,16,4758.397
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,20160410,7,2,0,1,13,21,3800.914
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,20160802,1,1,1,1,17,21,4918.778
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,20151211,2,0,1,0,9,4,2448.131
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,20151016,1,0,1,0,33,28,8659.88
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,20150822,0,0,0,2,7,9,2278.745
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,20150628,20,8,2,6,40,58,13218.081
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,20150317,1,0,2,1,14,5,4192.945
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,20160213,0,0,0,1,101,102,26294.14
JoWn8rF6tTZ8wZ30ze/qiQYVEnhlCDffOBDdLmCv3So=,20150507,0,1,0,2,14,15,4271.928
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,20170201,1,0,0,0,59,57,14451.194
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,20161210,2,3,1,1,72,46,18139.034
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,20161019,1,0,0,0,22,21,5606.991
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,20160815,0,0,0,0,3,3,740.1
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,20160516,6,0,0,0,53,58,12783.833999999999
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,20150717,0,0,0,0,41,28,10903.826000000001
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,20150411,0,0,0,0,6,6,1542.3
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,20160310,0,0,0,0,18,17,4705.28
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,20160106,1,3,0,0,6,9,1836.121
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,20150917,15,17,4,0,83,67,24541.232999999997
JodTW5O90JgTRhLQd8+NlXDuoFZy+aQZJ9IZ/l1LKz0=,20151110,11,0,0,1,17,28,4645.695
Joj+Eq8XP+WKpwrz3ezTY4kWgYWNxoHoH0/ql/zgoIk=,20150731,1,0,0,0,6,7,1427.645
Joj+Eq8XP+WKpwrz3ezTY4kWgYWNxoHoH0/ql/zgoIk=,20150205,4,1,4,1,44,16,12188.283000000001
Joj+Eq8XP+WKpwrz3ezTY4kWgYWNxoHoH0/ql/zgoIk=,20150601,2,0,0,0,1,3,278.439
Joj+Eq8XP+WKpwrz3ezTY4kWgYWNxoHoH0/ql/zgoIk=,20150403,16,5,4,3,34,51,9893.827
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,20161021,3,0,1,0,21,12,5334.427
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,20160211,13,7,2,8,15,34,6425.939
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,20161210,1,0,1,0,14,8,3915.028
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,20151128,2,0,2,3,42,39,11294.594
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,20150425,0,0,0,0,13,12,2939.2209999999995
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,20160827,1,0,1,1,11,13,2826.6609999999996
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,20170130,4,2,0,0,27,13,6677.694
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,20160416,1,1,0,0,0,2,98.586
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,20160619,0,0,0,0,4,4,1087.0
Joubu2XpY7KlRyZECOlt7/3lF4lc7gLdEUozY2pj1Bs=,20150301,10,3,4,1,45,30,12650.809
Jp5UdmisSewiTpcQOEnQKzGU5VFVqob+y8m7wQxHCaU=,20150402,2,3,2,1,32,36,9451.529
Jp5UdmisSewiTpcQOEnQKzGU5VFVqob+y8m7wQxHCaU=,20150623,11,4,1,2,4,19,1944.099
Jp5UdmisSewiTpcQOEnQKzGU5VFVqob+y8m7wQxHCaU=,20170110,0,0,0,1,22,23,6191.238
Jp5UdmisSewiTpcQOEnQKzGU5VFVqob+y8m7wQxHCaU=,20150116,0,0,0,0,2,1,431.856
JpLtRBiO9Z3PGu183p2HhXfLra0aTYB+dvZSmMeU++Y=,20161019,4,0,1,2,44,36,10218.905999999999
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,20170216,0,1,0,0,1,2,215.37599999999998
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,20160621,0,0,0,1,27,27,6491.343000000001
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,20160412,1,0,0,0,25,18,5619.345
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,20160215,6,2,0,1,16,10,4079.5029999999997
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,20151219,1,0,1,0,6,4,1396.984
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,20161024,0,0,0,0,4,4,888.0
JpRtUA2tXEenmQftFBQGSuM2cXbPglWOLGo7cJRh/cM=,20151022,4,5,3,1,24,31,6989.392
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20150108,11,0,1,13,34,13,10901.087
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20150227,38,1,3,24,26,48,11244.292
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20160905,45,1,1,8,16,59,5909.358
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20150613,18,2,5,11,19,33,7796.105
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20150422,26,2,3,7,14,47,5323.460999999999
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20151125,27,4,3,6,17,56,5946.725
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20170210,2,2,6,1,59,66,14612.025
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20161030,18,2,1,2,16,34,4592.133
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20150806,45,5,3,5,27,74,8551.188
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20160503,13,1,2,1,11,25,4186.244000000001
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20160314,25,0,4,6,33,61,9643.241
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20160119,50,0,5,11,30,88,10203.416
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20151002,17,0,0,3,6,26,1842.059
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20160715,22,2,1,5,14,43,4758.21
JpeTBWTUu6PE407vAwJ5NqhgIbkWfj/ZyHuqc/OIu+4=,20161219,10,1,3,5,37,44,8735.276
JpkhRbCrGYTb4JQRxHQ0HpI9kwPmYHauRJdK4kZ2qnA=,20160709,1,1,0,0,98,49,21949.852000000003
JpkhRbCrGYTb4JQRxHQ0HpI9kwPmYHauRJdK4kZ2qnA=,20160913,3,3,1,0,2,9,920.265
JpkhRbCrGYTb4JQRxHQ0HpI9kwPmYHauRJdK4kZ2qnA=,20150207,0,0,0,0,115,20,24758.717
JpkhRbCrGYTb4JQRxHQ0HpI9kwPmYHauRJdK4kZ2qnA=,20160415,0,0,1,0,0,1,140.565
JpkhRbCrGYTb4JQRxHQ0HpI9kwPmYHauRJdK4kZ2qnA=,20160201,2,0,0,0,128,106,29282.127999999997
JpkhRbCrGYTb4JQRxHQ0HpI9kwPmYHauRJdK4kZ2qnA=,20151010,4,3,4,2,146,110,33805.675
JpkhRbCrGYTb4JQRxHQ0HpI9kwPmYHauRJdK4kZ2qnA=,20150811,0,0,0,3,6,4,2484.964
JpkhRbCrGYTb4JQRxHQ0HpI9kwPmYHauRJdK4kZ2qnA=,20161126,3,3,2,1,2,9,1513.5120000000002
JpkhRbCrGYTb4JQRxHQ0HpI9kwPmYHauRJdK4kZ2qnA=,20150611,7,2,2,0,107,87,28319.863999999998
JpkhRbCrGYTb4JQRxHQ0HpI9kwPmYHauRJdK4kZ2qnA=,20150409,0,0,2,0,99,21,22463.691000000003
Jpo7rjlt/l6BEgrB7hEYwlfGCYeGK7Wl0JS3LIJdcZE=,20160508,7,4,7,1,74,75,20493.001
JpxG4OOs8zCjX/pDHRVahjbf3D3WEOA5SWftQ3aUXYg=,20150304,3,1,0,0,1,5,362.523
Jq005XDTR3cM6KGnwsuduYVq262k6NuHQdHAMLeBMiY=,20150129,0,0,2,0,19,18,5635.799
Jq005XDTR3cM6KGnwsuduYVq262k6NuHQdHAMLeBMiY=,20160321,1,0,0,1,2,4,789.065
Jq005XDTR3cM6KGnwsuduYVq262k6NuHQdHAMLeBMiY=,20151021,29,3,2,1,3,35,1662.4679999999998
Jq005XDTR3cM6KGnwsuduYVq262k6NuHQdHAMLeBMiY=,20150628,3,0,0,1,20,20,5695.856
Jq005XDTR3cM6KGnwsuduYVq262k6NuHQdHAMLeBMiY=,20150430,0,0,0,1,17,17,4892.689
Jq005XDTR3cM6KGnwsuduYVq262k6NuHQdHAMLeBMiY=,20160722,4,1,1,4,18,4,6259.628000000001
Jq005XDTR3cM6KGnwsuduYVq262k6NuHQdHAMLeBMiY=,20170131,3,1,1,3,54,34,15254.438
Jq005XDTR3cM6KGnwsuduYVq262k6NuHQdHAMLeBMiY=,20161114,11,1,1,2,16,17,5054.781
Jq9kqC70IzaVUgd83qMyfr7lx/UgNj1641GTFRUUBCk=,20161126,0,0,0,0,2,2,400.0
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,20150117,1,0,0,0,1,2,290.242
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,20150901,14,0,0,0,13,24,3381.264
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,20150419,1,0,0,0,6,7,1501.434
JqI67Y5SepQ8nBfYGoEJopxJpLDs2vXeB0rUiAM/on0=,20151208,1,0,1,1,2,3,869.8439999999999
JqN83BsZqk6lDNZVqoPVZ5PgtRI+wzx+ZbUtGYBUzrM=,20160522,16,7,1,3,44,67,12974.063
JqN83BsZqk6lDNZVqoPVZ5PgtRI+wzx+ZbUtGYBUzrM=,20160728,22,3,3,2,7,37,3030.38
JqN83BsZqk6lDNZVqoPVZ5PgtRI+wzx+ZbUtGYBUzrM=,20161004,0,0,0,0,1,1,239.0
JqN83BsZqk6lDNZVqoPVZ5PgtRI+wzx+ZbUtGYBUzrM=,20161125,5,2,4,4,39,53,10642.673
JqN83BsZqk6lDNZVqoPVZ5PgtRI+wzx+ZbUtGYBUzrM=,20160330,70,20,13,8,57,156,18936.881999999998
JqN83BsZqk6lDNZVqoPVZ5PgtRI+wzx+ZbUtGYBUzrM=,20170115,14,3,3,3,33,54,9654.37
JqN83BsZqk6lDNZVqoPVZ5PgtRI+wzx+ZbUtGYBUzrM=,20160204,6,4,1,1,76,73,19471.133
JqOeV1mB2EjniFWZTdiUe/PVOMti2I/V0q1hQVX3C30=,20151005,8,1,0,1,5,4,1382.896
JqPcv3iskFc5Wuw/dWfoiPklD52BUZAmXPGews65ttI=,20150603,1,0,0,0,2,3,532.82
JqPcv3iskFc5Wuw/dWfoiPklD52BUZAmXPGews65ttI=,20150730,7,7,3,5,6,22,4015.9359999999997
JqifF+DuyrXxydjzwY/aZXSGwCILijxbynsJ/OdDuZ4=,20160908,0,0,0,1,0,1,172.27700000000002
JqijapA/vhNZEvp00KbdhLK88Enpiv0RtnH8/X0x4Fg=,20160730,0,0,0,0,1,1,226.0
Jqmy7wqnfWw3J98HXtBP0KyDqZQ2sLrQMmSEKGNLW14=,20150529,0,0,0,0,1,1,232.30700000000002
JqrFp+zqVk8I8VlABRYauFcHQAmryc4ZPDdoSJc3ko4=,20160721,0,0,0,0,12,1,2518.3320000000003
JqrFp+zqVk8I8VlABRYauFcHQAmryc4ZPDdoSJc3ko4=,20161003,0,0,0,0,23,23,5798.203
JqrFp+zqVk8I8VlABRYauFcHQAmryc4ZPDdoSJc3ko4=,20161214,0,0,0,0,2,2,566.592
Jr5SJ+BN+nK3rgwBxSn2EL/AWETc/5jTdPy70ipfjn0=,20170115,1,0,1,0,17,19,4363.825
Jr5SJ+BN+nK3rgwBxSn2EL/AWETc/5jTdPy70ipfjn0=,20151027,0,1,1,0,47,47,10896.781
Jr5SJ+BN+nK3rgwBxSn2EL/AWETc/5jTdPy70ipfjn0=,20151226,2,0,0,0,85,85,20819.332
Jr5SJ+BN+nK3rgwBxSn2EL/AWETc/5jTdPy70ipfjn0=,20160323,1,2,0,2,6,10,1936.467
Jr5SJ+BN+nK3rgwBxSn2EL/AWETc/5jTdPy70ipfjn0=,20161008,0,2,1,1,35,31,8618.098
Jr8ya8CpDGhxBuI6ywUYCQVnTTgRNdmjoNE+0/wpqII=,20161201,5,2,0,1,17,23,5175.518
Jr8ya8CpDGhxBuI6ywUYCQVnTTgRNdmjoNE+0/wpqII=,20160329,0,1,0,0,7,8,1854.1970000000001
JrAoX5MaprtitSSnAxkHjjzkuENdbT/ePkow6JDAdy0=,20150626,8,0,2,4,0,13,1271.276
JrAoX5MaprtitSSnAxkHjjzkuENdbT/ePkow6JDAdy0=,20150318,4,4,4,2,9,17,3916.768
JrAoX5MaprtitSSnAxkHjjzkuENdbT/ePkow6JDAdy0=,20150121,1,0,0,1,1,3,445.017
JrAoX5MaprtitSSnAxkHjjzkuENdbT/ePkow6JDAdy0=,20150507,0,0,0,0,4,4,1062.948
JrAoX5MaprtitSSnAxkHjjzkuENdbT/ePkow6JDAdy0=,20150815,5,4,0,14,13,34,7109.695
JrV842QkFmL9z3MZnuop27Y2SY5T3U6/ymP3bVPzpOE=,20150426,1,0,0,0,15,16,3459.7729999999997
JrYrT4ix5aAwIDyxrekU47/h91WKfA5ExQHdf4d3Leg=,20151229,4,0,1,0,11,15,2909.465
JrYrT4ix5aAwIDyxrekU47/h91WKfA5ExQHdf4d3Leg=,20161012,1,0,2,2,7,12,2678.167
JrYrT4ix5aAwIDyxrekU47/h91WKfA5ExQHdf4d3Leg=,20160808,0,0,0,38,34,72,18110.181
JrYrT4ix5aAwIDyxrekU47/h91WKfA5ExQHdf4d3Leg=,20160618,1,2,0,0,62,64,15659.988000000001
JrYrT4ix5aAwIDyxrekU47/h91WKfA5ExQHdf4d3Leg=,20151103,1,2,0,0,12,15,2830.7309999999998
JrYrT4ix5aAwIDyxrekU47/h91WKfA5ExQHdf4d3Leg=,20150819,5,8,6,3,0,21,2253.458
JrYrT4ix5aAwIDyxrekU47/h91WKfA5ExQHdf4d3Leg=,20150313,1,0,0,0,0,1,5.034
JrYrT4ix5aAwIDyxrekU47/h91WKfA5ExQHdf4d3Leg=,20161219,0,0,1,0,22,23,6002.611
JrYrT4ix5aAwIDyxrekU47/h91WKfA5ExQHdf4d3Leg=,20150502,0,0,0,1,7,8,2123.152
JrYrT4ix5aAwIDyxrekU47/h91WKfA5ExQHdf4d3Leg=,20160304,6,2,3,0,24,30,6877.02
JrYrT4ix5aAwIDyxrekU47/h91WKfA5ExQHdf4d3Leg=,20150622,3,4,2,0,12,17,3945.039
JrYrT4ix5aAwIDyxrekU47/h91WKfA5ExQHdf4d3Leg=,20160427,12,0,0,3,27,40,7899.624
JrbNB62P+Jmt4kaShtNX63o5Gav2AkW9B1nC3o8zvDs=,20161113,0,0,1,0,0,1,184.63299999999998
JrbNB62P+Jmt4kaShtNX63o5Gav2AkW9B1nC3o8zvDs=,20160510,1,0,0,1,1,3,559.474
