,user_name,num_of_logs,sum_num25,avg_num25,sum_num50,avg_num50,sum_num75,avg_num75,sum_num985,avg_num985,sum_num100,avg_num100,sum_num_total,avg_num_total,sum_num_unq,avg_num_unq,sum_total_secs,avg_total_secs,perc_of_accidentally_songs,perc_of_favourite_songs
11,zzQuL5bIdKBZfKR55JlS2FEi2oK7/wPoXpWIXlpw7Eg=,10,47,4.7,21,2.1,16,1.6,16,1.6,782,78.2,882,88.2,637,63.7,200168.236,20016.8236,0.05328798185941043,0.8866213151927438
12,zzPtQgf5pa+thaoPPFGhlYec4Xmsrn2wpSuNKqQsh3A=,15,132,8.8,53,3.533333333333333,20,1.3333333333333333,24,1.6,483,32.2,712,47.46666666666667,588,39.2,138130.94600000003,9208.729733333335,0.1853932584269663,0.6783707865168539
13,zzLnH23r6uBuc6LN/nMHNTYTgp1/dO0RGBo6Cl45D1o=,8,21,2.625,9,1.125,4,0.5,4,0.5,238,29.75,276,34.5,250,31.25,62832.753000000004,7854.0941250000005,0.07608695652173914,0.8623188405797102
14,zzLDwEpn44C9BlfVM9AfU+mQ9vh0pCRp3YKJ/5DD5Fg=,2,7,3.5,2,1.0,0,0.0,0,0.0,25,12.5,34,17.0,24,12.0,6312.869000000001,3156.4345000000003,0.20588235294117646,0.7352941176470589
15,zzH2MH2PO0cNE/7q3GM8VQ5QNQ+joBNqmHEjEE0A4xQ=,3,154,51.333333333333336,26,8.666666666666666,4,1.3333333333333333,3,1.0,4,1.3333333333333333,191,63.666666666666664,127,42.333333333333336,5608.602,1869.5339999999999,0.806282722513089,0.020942408376963352
16,zzGJl56zlHz+AAX/8ob0UHtU1aXcg60DSA25lx3kqLE=,1,6,6.0,0,0.0,1,1.0,1,1.0,1,1.0,9,9.0,8,8.0,637.979,637.979,0.6666666666666666,0.1111111111111111
17,zzF2Rv1o9EaFRAqoMq0e6dxzenYJ9NOyNXnHiIeUWj0=,5,7,1.4,1,0.2,3,0.6,0,0.0,90,18.0,101,20.2,100,20.0,23889.797,4777.9594,0.06930693069306931,0.8910891089108911
18,zzDJ5/RPpbAqwp1yvXVpX5b4MEnqnUD2tQoZtDfhLVQ=,3,11,3.6666666666666665,5,1.6666666666666667,1,0.3333333333333333,1,0.3333333333333333,73,24.333333333333332,91,30.333333333333332,48,16.0,17797.205,5932.401666666668,0.12087912087912088,0.8021978021978022
19,zz9rEJzco9LGr/Ng7wXXGw19VgFsa3IH2swAfhVAiBU=,5,7,1.4,1,0.2,3,0.6,3,0.6,120,24.0,134,26.8,84,16.8,32554.228,6510.8456,0.05223880597014925,0.8955223880597015
20,zz9njTEmuZRP8et++XFiyG6eq7Xorgxsi8F730da+Jc=,3,70,23.333333333333332,19,6.333333333333333,12,4.0,12,4.0,53,17.666666666666668,166,55.333333333333336,145,48.333333333333336,19187.201,6395.733666666667,0.42168674698795183,0.3192771084337349
21,zz5fk2rfvT3ef27vQ5g/vBI6ctr8vJrUvRwY3pMNuEY=,1,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,2,2.0,2,2.0,412.38599999999997,412.38599999999997,0.0,1.0
22,zz1mdmXpCteI9yEg8V04EPNNaCdYOdumh6VLyRuCoWs=,5,8,1.6,2,0.4,0,0.0,0,0.0,80,16.0,90,18.0,84,16.8,19046.350000000002,3809.2700000000004,0.08888888888888889,0.8888888888888888
23,zz0Vg430/Dv+G/XCYqJ5uODVvLanVPNd4n23o67rm/c=,7,27,3.857142857142857,5,0.7142857142857143,6,0.8571428571428571,1,0.14285714285714285,241,34.42857142857143,280,40.0,247,35.285714285714285,61883.37,8840.48142857143,0.09642857142857143,0.8607142857142858
24,zyyIizV63uGu6R5OxSaXfh22ay/MUaQalmVE11LU3P4=,12,13,1.0833333333333333,7,0.5833333333333334,6,0.5,17,1.4166666666666667,68,5.666666666666667,111,9.25,83,6.916666666666667,22443.826,1870.3188333333335,0.11711711711711711,0.6126126126126126
25,zyv/tgkfq6v1kmCG1zkblK91VDVwjIVo9l68ixn5d70=,4,38,9.5,10,2.5,5,1.25,4,1.0,73,18.25,130,32.5,106,26.5,18912.126,4728.0315,0.2923076923076923,0.5615384615384615
26,zyu0O8EOUFzTY+wWp4ORsMXl9ONDbw8SBb/UBpDyfhI=,7,22,3.142857142857143,9,1.2857142857142858,8,1.1428571428571428,2,0.2857142857142857,157,22.428571428571427,198,28.285714285714285,156,22.285714285714285,40083.51699999999,5726.216714285713,0.1111111111111111,0.7929292929292929
27,zysxY9glURi8LpiVUtsX3MPABCZSSqPXq3vThbjWrTo=,4,28,7.0,6,1.5,7,1.75,0,0.0,33,8.25,74,18.5,65,16.25,9885.936,2471.484,0.3783783783783784,0.44594594594594594
28,zyrNil268cQSrugHNOGOcZpIJmDwPYbAEuQTlOiUqBM=,2,1,0.5,0,0.0,0,0.0,1,0.5,55,27.5,57,28.5,33,16.5,14776.471,7388.2355,0.017543859649122806,0.9649122807017544
29,zyf61bMaScnjHMAPnxOksQ/itJHZ42OOiEGMSBpv5Tw=,6,35,5.833333333333333,9,1.5,4,0.6666666666666666,5,0.8333333333333334,161,26.833333333333332,214,35.666666666666664,151,25.166666666666668,46468.97400000001,7744.8290000000015,0.16355140186915887,0.7523364485981309
30,zyc3EkYikwK6uJ7qjPdyki0M0vFd8f5TCbb+1wup9wI=,5,95,19.0,2,0.4,4,0.8,1,0.2,107,21.4,209,41.8,200,40.0,26136.076,5227.215200000001,0.45454545454545453,0.5119617224880383
31,zybp4I2q4hqJk7wnWNwEAn+1YEWeYD2oodgRAvL9Q7A=,7,24,3.4285714285714284,8,1.1428571428571428,10,1.4285714285714286,29,4.142857142857143,434,62.0,505,72.14285714285714,398,56.857142857142854,112455.35199999998,16065.050285714284,0.047524752475247525,0.8594059405940594
32,zyZT/JTLRdukYJmLcAwIo715eUdcR5YEXcnvX8DfGSs=,1,5,5.0,3,3.0,1,1.0,1,1.0,0,0.0,10,10.0,10,10.0,933.438,933.438,0.5,0.0
33,zyTEcTtphUixIWpw37Yv1cUVyDQA6G+fe+W6TqrW7xc=,9,30,3.3333333333333335,6,0.6666666666666666,2,0.2222222222222222,4,0.4444444444444444,67,7.444444444444445,109,12.11111111111111,86,9.555555555555555,18936.37,2104.041111111111,0.27522935779816515,0.6146788990825688
34,zyRhbyM71cneRFxq8TmJ6Mh+fEeLXx2Qh+HfzEwIu6Y=,9,40,4.444444444444445,5,0.5555555555555556,5,0.5555555555555556,3,0.3333333333333333,114,12.666666666666666,167,18.555555555555557,127,14.11111111111111,31036.51,3448.5011111111107,0.23952095808383234,0.6826347305389222
35,zyRMmrj0o2i82NBU8PtI/g0curLTAjYIxRyoEQgj3n4=,3,8,2.6666666666666665,4,1.3333333333333333,3,1.0,0,0.0,16,5.333333333333333,31,10.333333333333334,24,8.0,4306.834000000001,1435.6113333333335,0.25806451612903225,0.5161290322580645
36,zyMriwiljPmVqlOvEnzKkEeEJYJ6v8DGGcS3ag4pvF0=,11,69,6.2727272727272725,10,0.9090909090909091,12,1.0909090909090908,14,1.2727272727272727,148,13.454545454545455,253,23.0,219,19.90909090909091,43335.583000000006,3939.5984545454553,0.2727272727272727,0.5849802371541502
37,zyLmHmQr8PjKz1pQQEUhqdXNxNqiUv5D5eLjac2iT+I=,14,144,10.285714285714286,29,2.0714285714285716,25,1.7857142857142858,26,1.8571428571428572,300,21.428571428571427,524,37.42857142857143,455,32.5,88470.397,6319.314071428571,0.2748091603053435,0.5725190839694656
38,zyGB4uTsnZGRpgpzrv90hLVAZHmms1oDuRQPNM/y6iw=,8,10,1.25,6,0.75,1,0.125,1,0.125,83,10.375,101,12.625,95,11.875,21587.033,2698.379125,0.09900990099009901,0.8217821782178217
39,zyB/fxP4Qla0KhQ6tpmtJuUu41eBLa/Tf+o9rpQa/js=,1,5,5.0,3,3.0,2,2.0,1,1.0,0,0.0,11,11.0,10,10.0,986.87,986.87,0.45454545454545453,0.0
40,zy9UlOVz0Pv04UjUW5HhgF5m9wKgU1YfkHrQAH4kJqE=,4,13,3.25,2,0.5,2,0.5,2,0.5,83,20.75,102,25.5,63,15.75,14140.850999999999,3535.2127499999997,0.12745098039215685,0.8137254901960784
41,zy8E21zGSMhnq5k9A+5IYgGxxOYAXNz8do0E3EsN/E4=,7,7,1.0,2,0.2857142857142857,5,0.7142857142857143,2,0.2857142857142857,115,16.428571428571427,131,18.714285714285715,122,17.428571428571427,27714.025999999998,3959.146571428571,0.05343511450381679,0.8778625954198473
42,zy8BxO26bFW6f8vReYWST9l2Xf8M+xd6EtTZwIPa02Y=,3,9,3.0,1,0.3333333333333333,3,1.0,1,0.3333333333333333,14,4.666666666666667,28,9.333333333333334,17,5.666666666666667,4846.566999999999,1615.522333333333,0.32142857142857145,0.5
43,zy6iP+eDOgJYYsX6Sbo7GmDf7F2IRFIWgV96lhcY2Nk=,1,0,0.0,0,0.0,0,0.0,1,1.0,12,12.0,13,13.0,13,13.0,3937.4240000000004,3937.4240000000004,0.0,0.9230769230769231
44,zy6IQ+bE02B7kRg/N8Rqxzaq5rPuJKS9eDNjpAfQulw=,8,12,1.5,10,1.25,10,1.25,8,1.0,59,7.375,99,12.375,49,6.125,14592.059000000001,1824.0073750000001,0.12121212121212122,0.5959595959595959
45,zy1OTzCnxegYltHBw1D1pZ8OH41xuwN+N6a+YMB0pwk=,3,6,2.0,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,191,63.666666666666664,201,67.0,43,14.333333333333334,48205.989,16068.663,0.029850746268656716,0.9502487562189055
46,zxzSK9XggY+jYctpYPR+dv++aSVg0OhAIfVWftWOlRQ=,3,8,2.6666666666666665,4,1.3333333333333333,3,1.0,5,1.6666666666666667,49,16.333333333333332,69,23.0,62,20.666666666666668,14691.012,4897.004,0.11594202898550725,0.7101449275362319
47,zxwE0Yss9bBs2PrCcUd0kOX9piK7YzR2Xtk11bAE2H8=,2,4,2.0,2,1.0,1,0.5,1,0.5,12,6.0,20,10.0,20,10.0,3751.25,1875.625,0.2,0.6
48,zxux6TtH8TP/VFXkRqiiL4X0UnKiKTH9eT/3R1wDXhc=,14,23,1.6428571428571428,13,0.9285714285714286,5,0.35714285714285715,3,0.21428571428571427,1017,72.64285714285714,1061,75.78571428571429,545,38.92857142857143,242749.77399999995,17339.26957142857,0.021677662582469368,0.9585296889726673
49,zxt4qT59Hl/a8G3n/i0DUabbvbuTaqox3QLuMxnuxS4=,14,78,5.571428571428571,10,0.7142857142857143,14,1.0,7,0.5,1000,71.42857142857143,1109,79.21428571428571,833,59.5,250153.26100000006,17868.090071428574,0.0703336339044184,0.9017132551848512
50,zxr0R/acjtn9evnx4d0nj8/DQaY84fsd+M+u1ZXC/y0=,1,4,4.0,2,2.0,0,0.0,1,1.0,1,1.0,8,8.0,8,8.0,796.6039999999999,796.6039999999999,0.5,0.125
51,zxkszzseq6/HFXR3MCK2zOC7LT7VcesJM9Pk6riXP70=,1,7,7.0,4,4.0,2,2.0,0,0.0,2,2.0,15,15.0,14,14.0,1133.24,1133.24,0.4666666666666667,0.13333333333333333
52,zxkMNFID3cq8fLz9PB+rfS+HDREqbRvIKPtVY3XDV4E=,14,21,1.5,6,0.42857142857142855,11,0.7857142857142857,7,0.5,913,65.21428571428571,958,68.42857142857143,700,50.0,234240.72700000004,16731.4805,0.021920668058455117,0.9530271398747391
53,zxfo/xz1mS8xX7a2m4vqkL3sc3dgZoHww8vp34x9CSI=,2,131,65.5,25,12.5,2,1.0,0,0.0,18,9.0,176,88.0,153,76.5,9446.698,4723.349,0.7443181818181818,0.10227272727272728
54,zxWy/ynzyWxuhG0Yz3A/R4NIwJ4HcLtOTB85v9mrp7Q=,4,0,0.0,0,0.0,0,0.0,1,0.25,36,9.0,37,9.25,37,9.25,8312.18,2078.045,0.0,0.972972972972973
55,zxWoqa02+bYSHQUpPHkQzuBlb2BBM1yJVgvZkGTfsoU=,5,66,13.2,18,3.6,2,0.4,3,0.6,32,6.4,121,24.2,75,15.0,11581.154,2316.2308000000003,0.5454545454545454,0.2644628099173554
56,zxW64diibqYNXKJ8SUugR9MbGvGE+ce4gC7zvpmkARY=,5,17,3.4,9,1.8,6,1.2,1,0.2,55,11.0,88,17.6,49,9.8,15926.162,3185.2324,0.19318181818181818,0.625
57,zxUzLvmAFGxjeB2dzbUtpgE4dhfdtFbfziez2VvSY2k=,8,48,6.0,25,3.125,40,5.0,20,2.5,154,19.25,287,35.875,201,25.125,51245.083,6405.635375,0.1672473867595819,0.5365853658536586
58,zxTmJsyBRqRIY9sKvbCz+5rOv/gV+JwxcezZGEWOnPU=,3,20,6.666666666666667,4,1.3333333333333333,6,2.0,6,2.0,110,36.666666666666664,146,48.666666666666664,110,36.666666666666664,28918.578,9639.526,0.136986301369863,0.7534246575342466
59,zxTGNxKeA8uTxLrng++rZgugmo32zvfWDa1KOAydW5U=,5,17,3.4,5,1.0,1,0.2,4,0.8,90,18.0,117,23.4,103,20.6,23504.544,4700.9088,0.1452991452991453,0.7692307692307693
60,zxT7MDLwxHV+ytqwISi2g/w3Ms99Jc69z7BkzoTFkU4=,6,75,12.5,12,2.0,12,2.0,6,1.0,287,47.833333333333336,392,65.33333333333333,262,43.666666666666664,73384.459,12230.743166666667,0.1913265306122449,0.7321428571428571
61,zxRKfsYK53mVh3sptZucghES89W5ixYpkJ/VQIdf7eM=,15,66,4.4,23,1.5333333333333334,27,1.8,41,2.7333333333333334,1250,83.33333333333333,1407,93.8,768,51.2,331682.15599999996,22112.14373333333,0.046908315565031986,0.8884150675195451
62,zxQomVIlzDChO+c6QTnDglLWePgeTQS8/ZQonPmu2rQ=,14,99,7.071428571428571,24,1.7142857142857142,15,1.0714285714285714,12,0.8571428571428571,332,23.714285714285715,482,34.42857142857143,446,31.857142857142858,84557.976,6039.855428571428,0.2053941908713693,0.6887966804979253
63,zxOn+hQ10250ceFeVJuEbE3g8AreFxc8UwnpdFG5GQg=,4,20,5.0,1,0.25,4,1.0,0,0.0,67,16.75,92,23.0,91,22.75,16984.918999999998,4246.2297499999995,0.21739130434782608,0.7282608695652174
64,zxOdtRlX2GOhAFewJyQMzDxRHQKzzY+86xc8a5BR/ew=,10,46,4.6,13,1.3,4,0.4,8,0.8,140,14.0,211,21.1,177,17.7,38612.002,3861.2002,0.21800947867298578,0.6635071090047393
65,zxNNTufGyQjGvSQ3dCNAYn++Eg5Qy93267GXry9ouCs=,6,7,1.1666666666666667,5,0.8333333333333334,2,0.3333333333333333,2,0.3333333333333333,57,9.5,73,12.166666666666666,66,11.0,13224.86,2204.1433333333334,0.0958904109589041,0.7808219178082192
66,zxLNPc1Npnv5PCp7qWNF5nMOm6BuyA8P8B77XaEp4ck=,2,21,10.5,4,2.0,6,3.0,12,6.0,92,46.0,135,67.5,104,52.0,24961.356,12480.678,0.15555555555555556,0.6814814814814815
67,zxInnIKi7ttpdR9vfOAYhm9/ZB7xDjlmvzW0Gn0+ZcI=,1,1,1.0,1,1.0,0,0.0,0,0.0,2,2.0,4,4.0,4,4.0,514.388,514.388,0.25,0.5
68,zx9dv7HwJ1rKv+xCX9nGi/ZYD8KYuXfPqxFzbgUXQB4=,14,73,5.214285714285714,18,1.2857142857142858,22,1.5714285714285714,13,0.9285714285714286,282,20.142857142857142,408,29.142857142857142,390,27.857142857142858,78750.18000000001,5625.012857142858,0.17892156862745098,0.6911764705882353
69,zx5Jm+82zV0Lk273YrwpTHwHDSRCC0kfeiL2Q9Qc234=,13,488,37.53846153846154,67,5.153846153846154,39,3.0,22,1.6923076923076923,597,45.92307692307692,1213,93.3076923076923,852,65.53846153846153,155929.53999999998,11994.579999999998,0.4023083264633141,0.4921681780708986
70,zwzYFfxZsYuRpRvEwRMuH6eHOIYE/4m1ky8tyXwdpXg=,9,41,4.555555555555555,5,0.5555555555555556,6,0.6666666666666666,17,1.8888888888888888,181,20.11111111111111,250,27.77777777777778,217,24.11111111111111,48054.69500000001,5339.410555555556,0.164,0.724
71,zwz2dHsCkMa1wWri1zgKQKXau8Qre3kvKIOYH6B/OEs=,2,7,3.5,2,1.0,1,0.5,1,0.5,44,22.0,55,27.5,47,23.5,9737.603,4868.8015,0.12727272727272726,0.8
72,zwwM81AX3WwdUYeOA4VUQXPlkZu5ep4UupJpUzMJcAM=,8,110,13.75,13,1.625,5,0.625,8,1.0,152,19.0,288,36.0,241,30.125,41035.12400000001,5129.390500000001,0.3819444444444444,0.5277777777777778
73,zwtSy5lYzrgvVAWWp7zyL0AvynG8IRznZWNUAepd33c=,12,15,1.25,9,0.75,8,0.6666666666666666,4,0.3333333333333333,312,26.0,348,29.0,155,12.916666666666666,73495.251,6124.60425,0.04310344827586207,0.896551724137931
74,zwrdrCyMZbtxRtZP4UJyj3kOn7K48s+M6OeMZ4ZJNuU=,1,13,13.0,1,1.0,1,1.0,1,1.0,4,4.0,20,20.0,15,15.0,1654.9589999999998,1654.9589999999998,0.65,0.2
75,zwpnD5xIhTIKwOKlYvsB40vTVIpafypo5W9r0wgIPiQ=,14,178,12.714285714285714,125,8.928571428571429,32,2.2857142857142856,37,2.642857142857143,335,23.928571428571427,707,50.5,379,27.071428571428573,110324.41699999999,7880.315499999999,0.25176803394625175,0.4738330975954738
76,zwncKT1PJImMcvdLMG2GlmOsk6b1/fTSJcPGd+5Ipek=,7,1,0.14285714285714285,3,0.42857142857142855,0,0.0,4,0.5714285714285714,228,32.57142857142857,236,33.714285714285715,213,30.428571428571427,56723.462,8103.3517142857145,0.00423728813559322,0.9661016949152542
77,zwnDcSlUD75+UbGgzM9JAlGsFQZvuKTd8EQRWO1RTm4=,3,66,22.0,21,7.0,4,1.3333333333333333,11,3.6666666666666665,197,65.66666666666667,299,99.66666666666667,168,56.0,42662.380999999994,14220.793666666665,0.22073578595317725,0.6588628762541806
78,zwlWwCj+aXI/MxAdvx5UMI1pYe6TNI/jQn8PXyeHZgw=,8,56,7.0,11,1.375,3,0.375,1,0.125,194,24.25,265,33.125,218,27.25,51999.884999999995,6499.985624999999,0.21132075471698114,0.7320754716981132
79,zwl910YB1dPjvf5YmcokMVwigmq1UaGlHTLEm0yP4l0=,1,0,0.0,1,1.0,0,0.0,1,1.0,25,25.0,27,27.0,25,25.0,6845.388000000001,6845.388000000001,0.0,0.9259259259259259
80,zwkwHErUBrK+m0mucoUMCxCO2lXREorl0mA82OvgfPE=,10,41,4.1,19,1.9,17,1.7,17,1.7,172,17.2,266,26.6,187,18.7,51117.157999999996,5111.7158,0.15413533834586465,0.6466165413533834
81,zwi4ZbHQkwwLLw09x57LabdPe4134/XPZujbnsy70ro=,4,34,8.5,7,1.75,1,0.25,4,1.0,180,45.0,226,56.5,192,48.0,47635.494999999995,11908.873749999999,0.1504424778761062,0.7964601769911505
82,zwhFId1yYh3Hvv+cyH8UMXgqxO23Z8C3ccxNHwttUtU=,9,62,6.888888888888889,4,0.4444444444444444,6,0.6666666666666666,3,0.3333333333333333,161,17.88888888888889,236,26.22222222222222,161,17.88888888888889,44695.89,4966.21,0.2627118644067797,0.6822033898305084
83,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,15,22,1.4666666666666666,5,0.3333333333333333,5,0.3333333333333333,2,0.13333333333333333,264,17.6,298,19.866666666666667,260,17.333333333333332,82448.72100000002,5496.581400000001,0.0738255033557047,0.8859060402684564
84,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,14,80,5.714285714285714,43,3.0714285714285716,19,1.3571428571428572,16,1.1428571428571428,278,19.857142857142858,436,31.142857142857142,369,26.357142857142858,79823.11,5701.6507142857145,0.1834862385321101,0.6376146788990825
85,zwanfN5pNSsNefewv05aMLB29O5EVf4lLRfwxDBOp90=,2,5,2.5,16,8.0,2,1.0,3,1.5,8,4.0,34,17.0,32,16.0,4598.6759999999995,2299.3379999999997,0.14705882352941177,0.23529411764705882
86,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,15,239,15.933333333333334,30,2.0,29,1.9333333333333333,29,1.9333333333333333,810,54.0,1137,75.8,814,54.266666666666666,219178.28499999997,14611.885666666665,0.2102022867194371,0.712401055408971
87,zwWfvAlkPtCp1JRfJgUm56UxaqsYrHVtIn6eJkDpWVI=,6,10,1.6666666666666667,6,1.0,8,1.3333333333333333,4,0.6666666666666666,92,15.333333333333334,120,20.0,55,9.166666666666666,24197.562000000005,4032.927000000001,0.08333333333333333,0.7666666666666667
88,zwTdCQVPE8MddNdImaOnpBfS+BuRptk5BgtmN0xE4xw=,2,20,10.0,7,3.5,5,2.5,6,3.0,54,27.0,92,46.0,73,36.5,15182.028,7591.014,0.21739130434782608,0.5869565217391305
89,zwT482581YiRB4JhStv/ooNQc5pK3JForRDPWkKn/Tw=,2,5,2.5,1,0.5,1,0.5,2,1.0,21,10.5,30,15.0,11,5.5,6476.271000000001,3238.1355000000003,0.16666666666666666,0.7
90,zwRqboYYYSZ8eEs6jlBnO32m0y/JZcH+GkX7ccETbo0=,4,10,2.5,3,0.75,7,1.75,4,1.0,58,14.5,82,20.5,69,17.25,17108.277000000002,4277.0692500000005,0.12195121951219512,0.7073170731707317
91,zwMGfxCrxX7fObccGY5Yp8s+5pKecnJlmml4KH0h2PE=,7,22,3.142857142857143,10,1.4285714285714286,6,0.8571428571428571,18,2.5714285714285716,460,65.71428571428571,516,73.71428571428571,339,48.42857142857143,119543.75200000001,17077.67885714286,0.04263565891472868,0.8914728682170543
92,zwLUjmOoe7/ihGZva7X+yh3XmL1BHX8doAnjVfsoj0o=,7,50,7.142857142857143,38,5.428571428571429,17,2.4285714285714284,8,1.1428571428571428,532,76.0,645,92.14285714285714,95,13.571428571428571,132777.29200000002,18968.184571428574,0.07751937984496124,0.8248062015503876
93,zwHBBred4QVo6S3KnVNCJ81SvmdrChbW7XGB2E5brkQ=,7,32,4.571428571428571,10,1.4285714285714286,10,1.4285714285714286,2,0.2857142857142857,131,18.714285714285715,185,26.428571428571427,91,13.0,35252.604,5036.086285714286,0.17297297297297298,0.7081081081081081
94,zwFB9L2DxchJbTcZLL8z7lj5hNIlJb79m2XJK75o5Ak=,6,19,3.1666666666666665,8,1.3333333333333333,8,1.3333333333333333,5,0.8333333333333334,178,29.666666666666668,218,36.333333333333336,167,27.833333333333332,49378.79000000001,8229.798333333334,0.0871559633027523,0.8165137614678899
95,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,13,49,3.769230769230769,14,1.0769230769230769,8,0.6153846153846154,13,1.0,271,20.846153846153847,355,27.307692307692307,309,23.76923076923077,74042.67000000001,5695.590000000001,0.13802816901408452,0.7633802816901408
96,zwCCxbEGDev2D3CcpQKm6es1MkkNUaNrMe7i1ypokQU=,4,7,1.75,4,1.0,2,0.5,6,1.5,212,53.0,231,57.75,175,43.75,57373.53199999999,14343.382999999998,0.030303030303030304,0.9177489177489178
97,zw8QqLrZs9D4xxRMj2TVjUySHLvjOIy3hS+8CRzXE10=,3,115,38.333333333333336,30,10.0,6,2.0,3,1.0,69,23.0,223,74.33333333333333,189,63.0,24439.392,8146.464,0.515695067264574,0.3094170403587444
98,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,16,42,2.625,22,1.375,21,1.3125,29,1.8125,1004,62.75,1118,69.875,619,38.6875,246932.60799999995,15433.287999999997,0.03756708407871199,0.8980322003577818
99,zw5UN17YlQSfBnaYpQyx9fcUiGu9EQk+a4YiBWb02lg=,11,33,3.0,7,0.6363636363636364,6,0.5454545454545454,7,0.6363636363636364,133,12.090909090909092,186,16.90909090909091,157,14.272727272727273,36758.855,3341.7140909090913,0.1774193548387097,0.7150537634408602
100,zw45EOTOFhIVrNEddIOLy9bku03+Vec8K+rYdGaNjM8=,1,0,0.0,0,0.0,0,0.0,0,0.0,55,55.0,55,55.0,55,55.0,13111.0,13111.0,0.0,1.0
101,zw2ZSWSBlzlfZdbqmITA2V6h9lNHB/JPihHxpV0SJRM=,13,71,5.461538461538462,21,1.6153846153846154,10,0.7692307692307693,13,1.0,655,50.38461538461539,770,59.23076923076923,625,48.07692307692308,158106.25599999996,12162.01969230769,0.09220779220779221,0.8506493506493507
102,zw2Y7romtYZe5Uc74PYFLbdyVJP2isbNSkh3UyUn3Aw=,4,3,0.75,0,0.0,2,0.5,1,0.25,50,12.5,56,14.0,52,13.0,16168.595000000001,4042.1487500000003,0.05357142857142857,0.8928571428571429
103,zw0oXV6zl3ZCmOY7Ft+0l/eliZc4wkq4JC9ndwTdFus=,4,58,14.5,11,2.75,5,1.25,8,2.0,58,14.5,140,35.0,115,28.75,16253.224000000002,4063.3060000000005,0.4142857142857143,0.4142857142857143
